ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6
ASV_481	20.708	11.498	0.0284406622664748	0.363306524436259	NotSig	0.171	0	0	0.211	0.289	0	0.276	0.252	0	0	0	0	0	0
ASV_500	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_554	-1.512	12.521	1	1	NotSig	0.034	0.098	0.206	0	0	0	0	0	0.588	0	0	0	0	0
ASV_740	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_748	-17.595	10.214	0.404656761927286	0.679000329335616	NotSig	0	0.02	0	0	0	0	0	0	0	0.119	0	0	0	0
ASV_871	-1.028	11.433	0.361129976345835	0.679000329335616	NotSig	0.06	0.123	0.275	0	0	0.042	0.046	0	0.277	0.238	0.067	0	0.157	0
ASV_880	-0.098	12.018	0.788821236902539	1	NotSig	0.073	0.078	0.275	0	0.116	0	0.046	0	0.415	0	0	0	0.052	0
ASV_902	-21.061	13.641	0.175734335644225	0.54686152721668	NotSig	0	0.219	0	0	0	0	0	0	0.035	0	1.278	0	0	0
ASV_910	-3.05	13.481	1	1	NotSig	0.023	0.191	0	0	0	0	0.138	0	0	0	1.143	0	0	0
ASV_935	-21.679	14.298	0.404656761927286	0.679000329335616	NotSig	0	0.336	0	0	0	0	0	0	0	0	0	2.014	0	0
ASV_952	-4.081	12.393	0.182287175738893	0.54686152721668	NotSig	0.011	0.194	0.069	0	0	0	0	0	0	0	0.538	0.101	0.524	0
ASV_1020	3.061	11.848	0.0402534094922601	0.428896801676326	NotSig	0.144	0.017	0.206	0.369	0.116	0.083	0.092	0	0.104	0	0	0	0	0
ASV_1052	0.363	11.799	1	1	NotSig	0.106	0.082	0	0.316	0	0.042	0.276	0	0.069	0.356	0.067	0	0	0
ASV_1069	1.27	12.041	0.531994838836298	0.824002436163653	NotSig	0.117	0.049	0	0.421	0.231	0	0	0.05	0.173	0.119	0	0	0	0
ASV_1091	0.797	11.761	0.347163505300326	0.679000329335616	NotSig	0.118	0.068	0.069	0.105	0.347	0	0.184	0	0.104	0	0	0.302	0	0
ASV_1100	20.718	12.635	0.0284406622664748	0.363306524436259	NotSig	0.173	0	0	0.105	0.636	0.042	0	0.252	0	0	0	0	0	0
ASV_1111	20.798	13.346	0.175734335644225	0.54686152721668	NotSig	0.182	0	0	0.053	1.041	0	0	0	0	0	0	0	0	0
ASV_1186	1.988	11.785	0.252951122873848	0.679000329335616	NotSig	0.133	0.034	0	0.263	0	0	0.184	0.353	0	0	0.202	0	0	0
ASV_1198	20.641	12.438	0.0740099699862347	0.428896801676326	NotSig	0.164	0	0	0.369	0.058	0	0	0.555	0	0	0	0	0	0
ASV_133	-1.87	12.433	0.752553750197242	1	NotSig	0.025	0.092	0	0.105	0	0	0.046	0	0.553	0	0	0	0	0
ASV_137	-20.062	12.681	0.404656761927286	0.679000329335616	NotSig	0	0.109	0	0	0	0	0	0	0.657	0	0	0	0	0
ASV_222	20.641	12.679	0.0284406622664748	0.363306524436259	NotSig	0.164	0	0	0.053	0.231	0.042	0	0.656	0	0	0	0	0	0
ASV_240	0.023	12.424	0.752553750197242	1	NotSig	0.092	0.09	0.549	0	0	0	0	0	0.069	0	0	0	0.471	0
ASV_249	-0.636	12.241	0.752553750197242	1	NotSig	0.052	0.081	0.206	0.105	0	0	0	0	0.484	0	0	0	0	0
ASV_281	20.634	13.148	0.175734335644225	0.54686152721668	NotSig	0.163	0	0.069	0	0	0	0	0.908	0	0	0	0	0	0
ASV_303	-1.616	11.893	0.608101893426364	0.912152840139547	NotSig	0.033	0.101	0	0.105	0	0.042	0	0.05	0.38	0	0.067	0	0.157	0
ASV_304	-20.303	12.34	0.0740099699862347	0.428896801676326	NotSig	0	0.129	0	0	0	0	0	0	0.518	0	0	0.101	0.157	0
ASV_313	-21.022	13.641	0.404656761927286	0.679000329335616	NotSig	0	0.213	0	0	0	0	0	0	0	0	1.278	0	0	0
ASV_344	20.805	13.424	0.404656761927286	0.679000329335616	NotSig	0.183	0	0	0	1.099	0	0	0	0	0	0	0	0	0
ASV_356	20.346	12.867	0.175734335644225	0.54686152721668	NotSig	0.133	0	0	0.053	0	0.747	0	0	0	0	0	0	0	0
ASV_367	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_370	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_419	-3.705	12.433	0.461950454587791	0.72688362920569	NotSig	0.008	0.11	0	0	0	0	0	0.05	0.553	0	0	0	0.105	0
ASV_476	20.402	12.505	0.0740099699862347	0.428896801676326	NotSig	0.139	0	0	0.158	0	0.581	0.092	0	0	0	0	0	0	0
ASV_477	20.382	12.697	0.0740099699862347	0.428896801676326	NotSig	0.137	0	0	0.105	0	0.664	0	0.05	0	0	0	0	0	0
ASV_510	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_524	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_530	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_571	-1.986	11.755	0.421671443406874	0.702588604161804	NotSig	0.031	0.121	0.137	0	0	0	0.046	0	0.346	0.119	0	0	0.262	0
ASV_577	-2.261	12.134	0.32605752154511	0.679000329335616	NotSig	0.026	0.127	0	0	0.058	0	0	0.101	0.449	0	0.134	0	0	0.177
ASV_664	2.977	12.041	0.0160593334291857	0.363306524436259	NotSig	0.156	0.02	0.069	0.421	0.174	0.083	0.138	0.05	0	0.119	0	0	0	0
ASV_678	20.408	12.505	0.0740099699862347	0.428896801676326	NotSig	0.139	0	0	0	0.116	0.581	0.138	0	0	0	0	0	0	0
ASV_679	2.937	11.653	0.182287175738893	0.54686152721668	NotSig	0.134	0.017	0	0	0.231	0.249	0.322	0	0	0	0	0	0.105	0
ASV_688	20.421	12.398	0.0740099699862347	0.428896801676326	NotSig	0.14	0	0	0.211	0	0.54	0.092	0	0	0	0	0	0	0
ASV_693	20.563	12.148	0.0284406622664748	0.363306524436259	NotSig	0.155	0	0	0.158	0	0.042	0.276	0.454	0	0	0	0	0	0
ASV_773	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_888	-20.545	12.393	0.175734335644225	0.54686152721668	NotSig	0	0.153	0	0	0	0	0	0	0.38	0	0.538	0	0	0
ASV_912	-0.689	12.201	0.924102310456697	1	NotSig	0.085	0.137	0	0	0.058	0	0	0.454	0	0	0.471	0	0	0.354
ASV_924	-4.531	12.201	0.0167114445279955	0.363306524436259	NotSig	0.01	0.223	0	0	0.058	0	0	0	0.069	0.238	0.471	0.403	0.157	0
ASV_988	-2.068	13.374	0.180502945265727	0.54686152721668	NotSig	0.057	0.24	0.343	0	0	0	0	0	0.138	0	0.134	0	0.105	1.062
ASV_1229	2.302	12.148	0.0873986289036978	0.49175184865767	NotSig	0.145	0.029	0	0.158	0.174	0.042	0.046	0.454	0	0	0	0	0	0.177
ASV_134	-19.984	12.603	0.404656761927286	0.679000329335616	NotSig	0	0.104	0	0	0	0	0	0	0.622	0	0	0	0	0
ASV_180	20.529	13.148	0.404656761927286	0.679000329335616	NotSig	0.151	0	0	0	0	0	0	0.908	0	0	0	0	0	0
ASV_183	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_189	-0.487	12.018	0.752553750197242	1	NotSig	0.049	0.069	0	0.158	0	0	0.138	0	0.415	0	0	0	0	0
ASV_195	-20.405	12.241	0.0284406622664748	0.363306524436259	NotSig	0	0.139	0	0	0	0	0	0	0.484	0	0.067	0	0.105	0.177
ASV_228	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_230	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_271	1.714	12.21	0.32605752154511	0.679000329335616	NotSig	0.152	0.046	0.206	0.474	0.231	0	0	0	0	0	0	0.101	0	0.177
ASV_274	20.716	13.263	0.175734335644225	0.54686152721668	NotSig	0.172	0	0	0	0.983	0	0	0.05	0	0	0	0	0	0
ASV_294	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_308	-1.81	11.618	0.158147095826769	0.54686152721668	NotSig	0.035	0.123	0.069	0	0	0	0.092	0.05	0.173	0.119	0.134	0	0.314	0
ASV_325	-2.004	12.355	0.531994838836298	0.824002436163653	NotSig	0.032	0.127	0.137	0.053	0	0	0	0	0.104	0	0.134	0	0.524	0
ASV_348	20.248	12.867	0.404656761927286	0.679000329335616	NotSig	0.125	0	0	0	0	0.747	0	0	0	0	0	0	0	0
ASV_369	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_493	20.529	13.148	0.404656761927286	0.679000329335616	NotSig	0.151	0	0	0	0	0	0	0.908	0	0	0	0	0	0
ASV_511	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_568	-4.115	12.789	0.252951122873848	0.679000329335616	NotSig	0.011	0.198	0.069	0	0	0	0	0	0.415	0	0.067	0	0	0.708
ASV_687	20.248	12.867	0.404656761927286	0.679000329335616	NotSig	0.125	0	0	0	0	0.747	0	0	0	0	0	0	0	0
ASV_719	20.501	12.679	0.0284406622664748	0.363306524436259	NotSig	0.148	0	0	0.053	0.058	0.125	0	0.656	0	0	0	0	0	0
ASV_722	20.563	12.148	0.00962171958575914	0.363306524436259	NotSig	0.155	0	0	0.053	0.289	0.042	0.092	0.454	0	0	0	0	0	0
ASV_750	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_798	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_820	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_866	-1.745	11.618	0.252951122873848	0.679000329335616	NotSig	0.034	0.115	0.206	0	0	0	0	0	0.242	0	0.134	0	0.314	0
ASV_874	-0.942	11.84	0.933836066961275	1	NotSig	0.053	0.101	0	0.053	0.116	0	0.046	0.101	0.138	0	0	0.101	0.367	0
ASV_899	-4.335	13.214	0.182287175738893	0.54686152721668	NotSig	0.011	0.231	0.069	0	0	0	0	0	0.069	0.95	0	0	0.367	0
ASV_969	-20.925	12.733	0.0284406622664748	0.363306524436259	NotSig	0	0.199	0	0	0	0	0	0	0.035	0	0	0.302	0.681	0.177
ASV_1018	-0.846	12.374	0.86428018137428	1	NotSig	0.085	0.153	0.412	0	0.058	0.042	0	0	0	0	0.336	0	0.052	0.531
ASV_1092	2.265	12.346	0.266553869421156	0.679000329335616	NotSig	0.135	0.028	0	0.158	0.521	0.083	0.046	0	0	0	0.067	0.101	0	0
ASV_1096	2.333	12.876	0.180502945265727	0.54686152721668	NotSig	0.149	0.029	0	0.053	0.752	0.042	0.046	0	0	0	0	0	0	0.177
ASV_1155	20.362	12.148	0.0740099699862347	0.428896801676326	NotSig	0.135	0	0	0	0	0.125	0.23	0.454	0	0	0	0	0	0
ASV_1181	20.285	12.016	0.0284406622664748	0.363306524436259	NotSig	0.128	0	0	0.053	0	0.249	0.414	0.05	0	0	0	0	0	0
ASV_1193	20.481	12.438	0.0740099699862347	0.428896801676326	NotSig	0.146	0	0	0	0.231	0	0.092	0.555	0	0	0	0	0	0
ASV_1210	20.499	12.5	0.0740099699862347	0.428896801676326	NotSig	0.148	0	0	0.579	0.058	0	0	0.252	0	0	0	0	0	0
ASV_1233	4.008	12.438	0.0898233595612074	0.49175184865767	NotSig	0.14	0.009	0.069	0	0.174	0	0.046	0.555	0	0	0	0	0.052	0
ASV_255	-20.549	12.94	0.175734335644225	0.54686152721668	NotSig	0	0.153	0	0	0	0	0	0	0	0	0.134	0	0.786	0
ASV_256	0.689	12.746	0.752553750197242	1	NotSig	0.114	0.071	0.687	0	0	0	0	0	0	0	0.269	0	0.157	0
ASV_318	-2.876	13.3	1	1	NotSig	0.023	0.168	0.137	0	0	0	0	0	0	0	1.009	0	0	0
ASV_352	20.175	12.697	0.175734335644225	0.54686152721668	NotSig	0.118	0	0	0	0	0.664	0.046	0	0	0	0	0	0	0
ASV_380	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_385	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_404	-3.424	11.603	0.182287175738893	0.54686152721668	NotSig	0.011	0.123	0.069	0	0	0	0	0	0.311	0	0.269	0	0.157	0
ASV_424	-4.372	12.978	0.252951122873848	0.679000329335616	NotSig	0.01	0.2	0	0	0.058	0	0	0	0.035	0.356	0.807	0	0	0
ASV_457	0.844	11.3	0.454957853512115	0.72688362920569	NotSig	0.104	0.058	0	0	0.116	0.208	0.046	0.252	0.035	0	0.134	0	0	0.177
ASV_492	20.446	13.066	0.404656761927286	0.679000329335616	NotSig	0.143	0	0	0	0	0	0	0.857	0	0	0	0	0	0
ASV_540	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_570	-2.208	12.241	0.775029260163904	1	NotSig	0.021	0.097	0.069	0	0.058	0	0	0	0.484	0	0	0.101	0	0
ASV_572	-3.462	12.34	0.461950454587791	0.72688362920569	NotSig	0.01	0.106	0	0	0.058	0	0	0	0.518	0.119	0	0	0	0
ASV_600	-2.086	13.111	0.775029260163904	1	NotSig	0.051	0.215	0.137	0	0	0.166	0	0	0	0	0.403	0	0	0.885
ASV_623	-1.889	12.618	0.599265961982854	0.901174636500797	NotSig	0.034	0.127	0.206	0	0	0	0	0	0	0	0.134	0	0.629	0
ASV_635	1.124	12.679	0.599265961982854	0.901174636500797	NotSig	0.129	0.059	0	0	0.116	0	0	0.656	0	0	0	0	0	0.354
ASV_689	3.582	12.785	0.340754470354665	0.679000329335616	NotSig	0.134	0.011	0	0	0.058	0.042	0	0.706	0	0	0.067	0	0	0
ASV_699	20.411	12.431	0.0740099699862347	0.428896801676326	NotSig	0.139	0	0	0.053	0.231	0	0.552	0	0	0	0	0	0	0
ASV_713	3.524	12.3	0.0898233595612074	0.49175184865767	NotSig	0.129	0.011	0	0.053	0	0.125	0.092	0.504	0	0	0.067	0	0	0
ASV_747	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_760	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_763	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_768	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_771	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_849	-1.591	11.433	0.252951122873848	0.679000329335616	NotSig	0.034	0.103	0.206	0	0	0	0	0	0.277	0	0.134	0	0.21	0
ASV_857	0.72	11.746	0.924102310456697	1	NotSig	0.085	0.052	0.343	0	0	0.166	0	0	0.242	0	0.067	0	0	0
ASV_862	-2.305	12.134	0.252951122873848	0.679000329335616	NotSig	0.023	0.113	0.137	0	0	0	0	0	0.449	0	0	0	0.052	0.177
ASV_869	2.031	11.168	0.056204380768491	0.428896801676326	NotSig	0.116	0.028	0.206	0.105	0.116	0.042	0.23	0	0.104	0	0.067	0	0	0
ASV_958	-4.099	12.492	0.0898233595612074	0.49175184865767	NotSig	0.011	0.196	0.069	0	0	0	0	0	0	0.356	0.067	0	0.576	0.177
ASV_971	0.405	12.424	0.788821236902539	1	NotSig	0.099	0.075	0.549	0	0	0	0.046	0	0.035	0	0	0.101	0.314	0
ASV_999	-2.284	13.111	0.531994838836298	0.824002436163653	NotSig	0.04	0.197	0.069	0	0.174	0	0	0	0.242	0	0	0	0.052	0.885
ASV_1070	20.411	11.626	0.0284406622664748	0.363306524436259	NotSig	0.139	0	0	0.316	0.231	0	0.138	0.151	0	0	0	0	0	0
ASV_1117	20.339	11.761	0.0740099699862347	0.428896801676326	NotSig	0.133	0	0	0.158	0.347	0.291	0	0	0	0	0	0	0	0
ASV_1187	20.398	12.679	0.175734335644225	0.54686152721668	NotSig	0.138	0	0	0	0.174	0	0	0.656	0	0	0	0	0	0
ASV_1232	1.703	12.148	0.180502945265727	0.54686152721668	NotSig	0.11	0.034	0	0	0.116	0.042	0.046	0.454	0	0	0.202	0	0	0
ASV_181	20.359	12.978	0.404656761927286	0.679000329335616	NotSig	0.134	0	0	0	0	0	0	0.807	0	0	0	0	0	0
ASV_200	-21.357	13.976	0.404656761927286	0.679000329335616	NotSig	0	0.269	0	0	0	0	0	0	0	0	0	1.611	0	0
ASV_261	-4.424	14.374	0.775029260163904	1	NotSig	0.017	0.371	0	0	0.058	0	0.046	0	0	0	0	0	0.105	2.124
ASV_300	-1.869	12.134	0.599265961982854	0.901174636500797	NotSig	0.023	0.084	0.137	0	0	0	0	0	0.449	0	0	0	0.052	0
ASV_306	-19.814	12.433	0.404656761927286	0.679000329335616	NotSig	0	0.092	0	0	0	0	0	0	0.553	0	0	0	0	0
ASV_309	-1.06	12.214	0.454957853512115	0.72688362920569	NotSig	0.064	0.133	0.275	0	0.058	0	0	0.05	0.069	0.475	0.202	0	0.052	0
ASV_334	-0.115	12.594	0.752553750197242	1	NotSig	0.103	0.112	0.618	0	0	0	0	0	0.138	0	0	0	0	0.531
ASV_351	20.011	12.505	0.175734335644225	0.54686152721668	NotSig	0.106	0	0	0.053	0	0.581	0	0	0	0	0	0	0	0
ASV_407	-3.005	12.241	0.599265961982854	0.901174636500797	NotSig	0.011	0.092	0.069	0	0	0	0	0	0.484	0	0.067	0	0	0
ASV_446	-20.414	13.033	0.404656761927286	0.679000329335616	NotSig	0	0.14	0	0	0	0	0	0	0	0	0	0	0.838	0
ASV_450	-2.682	13.374	0.678070679487631	1	NotSig	0.035	0.223	0.069	0.053	0	0.042	0.046	0	0.069	0	0	0	0.21	1.062
ASV_501	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_512	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_564	-19.814	12.433	0.404656761927286	0.679000329335616	NotSig	0	0.092	0	0	0	0	0	0	0.553	0	0	0	0	0
ASV_587	-20.796	12.561	0.0740099699862347	0.428896801676326	NotSig	0	0.182	0	0	0	0	0	0	0.311	0	0	0.604	0	0.177
ASV_626	-20.414	13.033	0.404656761927286	0.679000329335616	NotSig	0	0.14	0	0	0	0	0	0	0	0	0	0	0.838	0
ASV_666	20.42	12.5	0.0284406622664748	0.363306524436259	NotSig	0.14	0	0	0.579	0.116	0	0.046	0.101	0	0	0	0	0	0
ASV_669	0.008	11.563	1	1	NotSig	0.084	0.083	0	0	0.116	0.083	0	0.303	0	0	0.269	0	0.052	0.177
ASV_684	20.25	11.867	0.0284406622664748	0.363306524436259	NotSig	0.125	0	0	0.158	0.116	0.374	0	0.101	0	0	0	0	0	0
ASV_731	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_737	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_769	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_812	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_838	-1.785	11.893	0.732458883807493	1	NotSig	0.029	0.102	0.069	0	0.058	0	0	0.05	0.38	0	0	0	0.052	0.177
ASV_848	-1.733	11.618	1	1	NotSig	0.028	0.093	0.069	0.053	0	0	0.046	0	0.242	0	0	0	0.314	0
ASV_870	-4.5	12.799	0.182287175738893	0.54686152721668	NotSig	0.008	0.174	0	0	0	0	0.046	0	0.277	0.713	0	0	0.052	0
ASV_885	-1.466	11.799	0.454957853512115	0.72688362920569	NotSig	0.043	0.119	0.069	0.053	0	0	0.138	0	0.207	0.356	0	0.101	0.052	0
ASV_1040	1.716	12.746	1	1	NotSig	0.123	0.037	0.687	0	0	0	0	0.05	0	0	0.067	0	0.157	0
ASV_1065	0.528	10.789	0.797647872240932	1	NotSig	0.084	0.058	0.137	0.158	0.058	0	0	0.151	0.173	0	0	0	0	0.177
ASV_1118	19.985	12.604	0.404656761927286	0.679000329335616	NotSig	0.104	0	0	0	0	0.623	0	0	0	0	0	0	0	0
ASV_1165	20.255	12.438	0.0740099699862347	0.428896801676326	NotSig	0.125	0	0	0	0.058	0	0.138	0.555	0	0	0	0	0	0
ASV_148	20.249	12.785	0.175734335644225	0.54686152721668	NotSig	0.125	0	0	0	0	0.042	0	0.706	0	0	0	0	0	0
ASV_153	-19.936	12.018	0.0740099699862347	0.428896801676326	NotSig	0	0.1	0	0	0	0	0	0	0.415	0	0.134	0	0.052	0
ASV_212	3.59	12.983	1	1	NotSig	0.135	0.011	0	0	0.81	0	0	0	0	0	0.067	0	0	0
ASV_311	-21.39	13.914	0.175734335644225	0.54686152721668	NotSig	0	0.275	0	0	0	0	0	0	0	1.544	0	0	0.105	0
ASV_364	20.266	12.885	0.404656761927286	0.679000329335616	NotSig	0.126	0	0	0	0	0	0	0.756	0	0	0	0	0	0
ASV_384	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_411	-0.601	11.746	0.253860556003279	0.679000329335616	NotSig	0.074	0.112	0.343	0.053	0	0	0.046	0	0.069	0.238	0.134	0	0.052	0.177
ASV_430	-21.502	14.121	0.404656761927286	0.679000329335616	NotSig	0	0.297	0	0	0	0	0	0	0	1.781	0	0	0	0
ASV_472	19.985	12.604	0.404656761927286	0.679000329335616	NotSig	0.104	0	0	0	0	0.623	0	0	0	0	0	0	0	0
ASV_484	20.161	12.547	0.175734335644225	0.54686152721668	NotSig	0.117	0	0	0.105	0	0	0.598	0	0	0	0	0	0	0
ASV_499	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_506	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_519	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_539	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_562	-1.281	11.355	0.803315625374796	1	NotSig	0.034	0.084	0.069	0	0	0.042	0.046	0.05	0.173	0	0.067	0	0.262	0
ASV_574	-3.511	11.393	0.0262787590449513	0.363306524436259	NotSig	0.011	0.13	0.069	0	0	0	0	0	0.242	0.119	0.269	0.101	0.052	0
ASV_598	-3.81	12.853	0.182287175738893	0.54686152721668	NotSig	0.011	0.161	0.069	0	0	0	0	0	0	0.119	0.74	0	0.105	0
ASV_613	-20.986	13.435	0.175734335644225	0.54686152721668	NotSig	0	0.208	0	0	0	0	0	0	0.138	0	0	1.108	0	0
ASV_663	20.237	11.3	0.00962171958575914	0.363306524436259	NotSig	0.124	0	0	0.211	0.058	0.083	0.138	0.252	0	0	0	0	0	0
ASV_676	0.895	11.983	0.340754470354665	0.679000329335616	NotSig	0.11	0.059	0	0	0.405	0.208	0.046	0	0	0	0	0	0	0.354
ASV_735	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_757	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_797	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_833	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_875	-20.566	12.853	0.0740099699862347	0.428896801676326	NotSig	0	0.155	0	0	0	0	0	0	0.035	0	0.74	0	0.157	0
ASV_884	-20.668	11.214	0.00277843011009903	0.363306524436259	NotSig	0	0.167	0	0	0	0	0	0	0.207	0.238	0.067	0.101	0.21	0.177
ASV_925	-1.632	11.618	0.192224811362398	0.573776572609369	NotSig	0.041	0.127	0.137	0	0.058	0	0	0.05	0.035	0	0.134	0.101	0.314	0.177
ASV_929	-0.357	12.298	0.54967387850156	0.850276780807101	NotSig	0.075	0.095	0.206	0.053	0	0	0.138	0.05	0.069	0	0	0.504	0	0
ASV_939	-2.31	12.733	1	1	NotSig	0.023	0.113	0.137	0	0	0	0	0	0	0	0	0	0.681	0
ASV_962	-3.586	11.433	0.182287175738893	0.54686152721668	NotSig	0.008	0.101	0	0	0	0	0	0.05	0.277	0	0.067	0	0.262	0
ASV_1218	20.166	12.785	0.404656761927286	0.679000329335616	NotSig	0.118	0	0	0	0	0	0	0.706	0	0	0	0	0	0
ASV_205	20.612	13.231	0.404656761927286	0.679000329335616	NotSig	0.16	0	0.962	0	0	0	0	0	0	0	0	0	0	0
ASV_250	-21.343	13.914	0.175734335644225	0.54686152721668	NotSig	0	0.266	0	0	0	0	0	0	0	1.544	0	0	0.052	0
ASV_252	-2.452	11.715	0.129072605112147	0.54686152721668	NotSig	0.023	0.125	0.137	0	0	0	0	0	0.035	0.119	0.336	0	0.262	0
ASV_287	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_290	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_297	-19.621	12.241	0.404656761927286	0.679000329335616	NotSig	0	0.081	0	0	0	0	0	0	0.484	0	0	0	0	0
ASV_381	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_436	-20.582	13.201	0.404656761927286	0.679000329335616	NotSig	0	0.157	0	0	0	0	0	0	0	0	0.941	0	0	0
ASV_459	2.865	12.883	1	1	NotSig	0.126	0.017	0.755	0	0	0	0	0	0.104	0	0	0	0	0
ASV_531	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_544	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_556	-19.621	12.241	0.404656761927286	0.679000329335616	NotSig	0	0.081	0	0	0	0	0	0	0.484	0	0	0	0	0
ASV_560	-20.034	12.018	0.0740099699862347	0.428896801676326	NotSig	0	0.107	0	0	0	0	0	0	0.415	0	0	0	0.052	0.177
ASV_581	-3.589	11.715	0.0608076790261674	0.428896801676326	NotSig	0.011	0.138	0.069	0	0	0	0	0	0.104	0	0.336	0	0.21	0.177
ASV_605	-20.582	13.201	0.404656761927286	0.679000329335616	NotSig	0	0.157	0	0	0	0	0	0	0	0	0.941	0	0	0
ASV_625	-1.164	12.355	0.445976175125995	0.72688362920569	NotSig	0.039	0.087	0.137	0	0	0	0.046	0.05	0	0	0	0	0.524	0
ASV_670	20.295	12.635	0.0740099699862347	0.428896801676326	NotSig	0.129	0	0	0.053	0.636	0.083	0	0	0	0	0	0	0	0
ASV_680	19.886	12.505	0.404656761927286	0.679000329335616	NotSig	0.097	0	0	0	0	0.581	0	0	0	0	0	0	0	0
ASV_695	20.064	12.431	0.175734335644225	0.54686152721668	NotSig	0.11	0	0	0.105	0	0	0.552	0	0	0	0	0	0	0
ASV_696	3.219	12.168	0.252951122873848	0.679000329335616	NotSig	0.104	0.011	0	0	0.116	0	0.46	0.05	0	0	0.067	0	0	0
ASV_703	20.034	12.653	0.404656761927286	0.679000329335616	NotSig	0.107	0	0	0	0	0	0.644	0	0	0	0	0	0	0
