BugBase_ID	KEGG_Label
M00465_ManS_ManR_manganese_homeostasis_two_component_regulatory_system_	M00465  ManS-ManR (manganese homeostasis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00466_NblS_NblR_photosynthesis_two_component_regulatory_system_	M00466  NblS-NblR (photosynthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00467_SasA_RpaAB_circadian_timing_mediating_two_component_regulatory_system_	M00467  SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00468_SaeS_SaeR_staphylococcal_virulence_regulation_two_component_regulatory_system_	M00468  SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00469_BceS_BceR_bacitracin_transport_two_component_regulatory_system_	M00469  BceS-BceR (bacitracin transport) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00470_YxdK_YxdJ_antimicrobial_peptide_response_two_component_regulatory_system_	M00470  YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00471_NarX_NarL_nitrate_respiration_two_component_regulatory_system_	M00471  NarX-NarL (nitrate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00472_NarQ_NarP_nitrate_respiration_two_component_regulatory_system_	M00472  NarQ-NarP (nitrate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00473_UhpB_UhpA_hexose_phosphates_uptake_two_component_regulatory_system_	M00473  UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00474_RcsC_RcsD_RcsB_capsule_synthesis_two_component_regulatory_system_	M00474  RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00475_BarA_UvrY_central_carbon_metabolism_two_component_regulatory_system_	M00475  BarA-UvrY (central carbon metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00476_ComP_ComA_competence_two_component_regulatory_system_	M00476  ComP-ComA (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00477_EvgS_EvgA_acid_and_drug_tolerance_two_component_regulatory_system_	M00477  EvgS-EvgA (acid and drug tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00478_DegS_DegU_multicellular_behavior_control_two_component_regulatory_system_	M00478  DegS-DegU (multicellular behavior control) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00479_DesK_DesR_membrane_lipid_fluidity_regulation_two_component_regulatory_system_	M00479  DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00480_VraS_VraR_cell_wall_peptidoglycan_synthesis_two_component_regulatory_system_	M00480  VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00481_LiaS_LiaR_cell_wall_stress_response_two_component_regulatory_system_	M00481  LiaS-LiaR (cell wall stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00482_DevS_DevR_redox_response_two_component_regulatory_system_	M00482  DevS-DevR (redox response) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00483_NreB_NreC_dissimilatory_nitrate_nitrite_reduction_two_component_regulatory_system_	M00483  NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00484_YdfH_YdfI_two_component_regulatory_system_	M00484  YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022]
M00485_KinABCDE_Spo0FA_sporulation_control_two_component_regulatory_system_	M00485  KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00486_CitA_CitB_citrate_fermentation_two_component_regulatory_system_	M00486  CitA-CitB (citrate fermentation) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00487_CitS_CitT_magnesium_citrate_transport_two_component_regulatory_system_	M00487  CitS-CitT (magnesium-citrate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00488_DcuS_DcuR_aerobic_C4_dicarboxylate_metabolism_two_component_regulatory_system_	M00488  DcuS-DcuR (aerobic C4-dicarboxylate metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00489_DctS_DctR_C4_dicarboxylate_transport_two_component_regulatory_system_	M00489  DctS-DctR (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00490_MalK_MalR_malate_transport_two_component_regulatory_system_	M00490  MalK-MalR (malate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00491_Putative_arabinogalactan_oligomer_transport_system_	M00491  Putative arabinogalactan oligomer transport system [PATH:map02010] [BR:ko02000]
M00492_LytS_LytR_autolysis_and_cell_wall_metabolism_two_component_regulatory_system_	M00492  LytS-LytR (autolysis and cell wall metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00493_AlgZ_AlgR_alginate_production_two_component_regulatory_system_	M00493  AlgZ-AlgR (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00494_NatK_NatR_sodium_extrusion_two_component_regulatory_system_	M00494  NatK-NatR (sodium extrusion) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00495_AgrC_AgrA_exoprotein_synthesis_two_component_regulatory_system_	M00495  AgrC-AgrA (exoprotein synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00496_ComD_ComE_competence_two_component_regulatory_system_	M00496  ComD-ComE (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00497_GlnL_GlnG_nitrogen_regulation_two_component_regulatory_system_	M00497  GlnL-GlnG (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00498_NtrY_NtrX_nitrogen_regulation_two_component_regulatory_system_	M00498  NtrY-NtrX (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00499_HydH_HydG_metal_tolerance_two_component_regulatory_system_	M00499  HydH-HydG (metal tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00500_AtoS_AtoC_complexed_poly_R_3_hydroxybutyrate_biosynthesis_two_component_regulatory_system_	M00500  AtoS-AtoC (complexed poly-(R)-3-hydroxybutyrate biosynthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00501_PilS_PilR_type_4_fimbriae_synthesis_two_component_regulatory_system_	M00501  PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00502_GlrK_GlrR_amino_sugar_metabolism_two_component_regulatory_system_	M00502  GlrK-GlrR (amino sugar metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00503_PgtB_PgtA_phosphoglycerate_transport_two_component_regulatory_system_	M00503  PgtB-PgtA (phosphoglycerate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00504_DctB_DctD_C4_dicarboxylate_transport_two_component_regulatory_system_	M00504  DctB-DctD (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00505_KinB_AlgB_alginate_production_two_component_regulatory_system_	M00505  KinB-AlgB (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00506_CheA_CheYBV_chemotaxis_two_component_regulatory_system_	M00506  CheA-CheYBV (chemotaxis) two-component regulatory system [PATH:map02020 map02030] [BR:ko02022 ko02030 ko02035]
M00507_ChpA_ChpB_PilGH_chemosensory_two_component_regulatory_system_	M00507  ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]
M00508_PixL_PixGH_positive_phototaxis_two_component_regulatory_system_	M00508  PixL-PixGH (positive phototaxis) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]
M00509_WspE_WspRF_chemosensory_two_component_regulatory_system_	M00509  WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00510_Cph1_Rcp1_light_response_two_component_regulatory_system_	M00510  Cph1-Rcp1 (light response) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00511_PleC_PleD_cell_fate_control_two_component_regulatory_system_	M00511  PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]
M00512_CckA_CtrA_CpdR_cell_cycle_control_two_component_regulatory_system_	M00512  CckA-CtrA/CpdR (cell cycle control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]
M00513_LuxQN_CqsS_LuxU_LuxO_quorum_sensing_two_component_regulatory_system_	M00513  LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]
M00514_TtrS_TtrR_tetrathionate_respiration_two_component_regulatory_system_	M00514  TtrS-TtrR (tetrathionate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00515_FlrB_FlrC_polar_flagellar_synthesis_two_component_regulatory_system_	M00515  FlrB-FlrC (polar flagellar synthesis) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]
M00516_SLN1_YPD1_SSK1_SKN7_osmosensing_two_component_regulatory_system_	M00516  SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system [PATH:map02020 map04011] [BR:ko02022]
M00517_RpfC_RpfG_cell_to_cell_signaling_two_component_regulatory_system_	M00517  RpfC-RpfG (cell-to-cell signaling) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00518_GlnK_GlnL_glutamine_utilization_two_component_regulatory_system_	M00518  GlnK-GlnL (glutamine utilization) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00519_YesM_YesN_two_component_regulatory_system_	M00519  YesM-YesN two-component regulatory system [PATH:map02020] [BR:ko02022]
M00520_ChvG_ChvI_acidity_sensing_two_component_regulatory_system_	M00520  ChvG-ChvI (acidity sensing) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00521_CiaH_CiaR_stress_resistance_and_pathogenesis_two_component_regulatory_system_	M00521  CiaH-CiaR (stress resistance and pathogenesis) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00522_SalK_SalR_two_component_regulatory_system_	M00522  SalK-SalR two-component regulatory system [PATH:map02020] [BR:ko02022]
M00523_RegB_RegA_redox_response_two_component_regulatory_system_	M00523  RegB-RegA (redox response) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00524_FixL_FixJ_nitrogen_fixation_two_component_regulatory_system_	M00524  FixL-FixJ (nitrogen fixation) two-component regulatory system [PATH:map02020] [BR:ko02022]
M00525_Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine_	M00525  Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine [PATH:map00300]
M00526_Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine_	M00526  Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map00300]
M00527_Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine_	M00527  Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map00300]
M00528_Nitrification_ammonia_nitrite_	M00528  Nitrification, ammonia => nitrite [PATH:map00910]
M00529_Denitrification_nitrate_nitrogen_	M00529  Denitrification, nitrate => nitrogen [PATH:map00910]
M00530_Dissimilatory_nitrate_reduction_nitrate_ammonia_	M00530  Dissimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]
M00531_Assimilatory_nitrate_reduction_nitrate_ammonia_	M00531  Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]
M00532_Photorespiration_	M00532  Photorespiration [PATH:map00630]
M00533_Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate_	M00533  Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate [PATH:map00350]
M00534_Naphthalene_degradataion_naphthalene_salicylate_	M00534  Naphthalene degradataion, naphthalene => salicylate [PATH:map00626]
M00535_Isoleucine_biosynthesis_pyruvate_2_oxobutanoate_	M00535  Isoleucine biosynthesis, pyruvate => 2-oxobutanoate [PATH:map00290]
M00536_Ornithine_biosynthesis_glutamate_ornithine_without_N_acetylation_	M00536  Ornithine biosynthesis, glutamate => ornithine, without N-acetylation [PATH:map00330]
M00537_Xylene_degradation_xylene_methylbenzoate_	M00537  Xylene degradation, xylene => methylbenzoate [PATH:map00622]
M00538_Toluene_degradation_toluene_benzoate_	M00538  Toluene degradation, toluene => benzoate [PATH:map00623]
M00539_Cumate_degradation_p_cumate_2_oxopent_4_enoate_2_methylpropanoate_	M00539  Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate [PATH:map00622]
M00540_Benzoate_degradation_cyclohexanecarboxylic_acid_pimeloyl_CoA_	M00540  Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA [PATH:map00362]
M00541_Benzoyl_CoA_degradation_benzoyl_CoA_3_hydroxypimeloyl_CoA_	M00541  Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA [PATH:map00362]
M00542_EHEC_EPEC_pathogenicity_signature_T3SS_and_effectors_	M00542  EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]
M00543_Biphenyl_degradation_biphenyl_2_oxopent_4_enoate_benzoate_	M00543  Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate [PATH:map00621]
M00544_Carbazole_degradation_carbazole_2_oxopent_4_enoate_anthranilate_	M00544  Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate [PATH:map00621]
M00545_Trans_cinnamate_degradation_trans_cinnamate_2_oxopent_4_enoate_fumarate_	M00545  Trans-cinnamate degradation, trans-cinnamate => 2-oxopent-4-enoate + fumarate [PATH:map00360]
M00546_Purine_degradation_xanthine_urea_	M00546  Purine degradation, xanthine => urea [PATH:map00230]
M00547_Benzene_toluene_degradation_benzene_catechol_toluene_3_methylcatechol_	M00547  Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00362 map00623]
M00548_Benzene_degradation_benzene_catechol_	M00548  Benzene degradation, benzene => catechol [PATH:map00362]
M00549_Nucleotide_sugar_biosynthesis_glucose_UDP_glucose_	M00549  Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]
M00550_Ascorbate_degradation_ascorbate_D_xylulose_5P_	M00550  Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]
M00551_Benzoate_degradation_benzoate_catechol_	M00551  Benzoate degradation, benzoate => catechol [PATH:map00362 map00622]
M00554_Nucleotide_sugar_biosynthesis_galactose_UDP_galactose_	M00554  Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520 map00052]
M00555_Betaine_biosynthesis_choline_betaine_	M00555  Betaine biosynthesis, choline => betaine [PATH:map00260]
M00557_Methanogenesis_	M00557  Methanogenesis [PATH:map00680]
M00558_Methane_oxidation_by_pMMO_	M00558  Methane oxidation by pMMO [PATH:map00680]
M00559_Methane_oxidation_by_sMMO_	M00559  Methane oxidation by sMMO [PATH:map00680]
M00560_Ammonia_oxidation_	M00560  Ammonia oxidation [PATH:map00910]
M00561_Methanogenesis_trimethylamine_methane_	M00561  Methanogenesis, trimethylamine => methane [PATH:map00680]
M00562_Methanogenesis_dimethylamine_methane_	M00562  Methanogenesis, dimethylamine => methane [PATH:map00680]
M00563_Methanogenesis_methylamine_methane_	M00563  Methanogenesis, methylamine => methane [PATH:map00680]
M00564_Helicobacter_pylori_pathogenicity_signature_cagA_pathogenicity_island_	M00564  Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]
M00565_Trehalose_biosynthesis_D_glucose_1P_trehalose_	M00565  Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500]
M00566_Dipeptide_transport_system_Firmicutes_	M00566  Dipeptide transport system, Firmicutes [PATH:map02010] [BR:ko02000]
M00567_Methanogenesis_CO2_methane_	M00567  Methanogenesis, CO2 => methane [PATH:map00680]
M00568_Catechol_ortho_cleavage_catechol_3_oxoadipate_	M00568  Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362]
M00569_Catechol_meta_cleavage_catechol_pyruvate_acetaldehyde_	M00569  Catechol meta-cleavage, catechol => pyruvate + acetaldehyde [PATH:map00362 map00622]
M00570_Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine_	M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290]
M00571_AlgE_type_Mannuronan_C_5_Epimerase_transport_system_	M00571  AlgE-type Mannuronan C-5-Epimerase transport system [BR:ko02044]
M00574_Pertussis_pathogenicity_signature_1_pertussis_toxin_	M00574  Pertussis pathogenicity signature 1, pertussis toxin [PATH:map05133]
M00575_Pertussis_pathogenicity_signature_2_T1SS_	M00575  Pertussis pathogenicity signature 2, T1SS [PATH:map05133]
