Pathway	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	13193.709999999997	6163.779999999999	14364.729999999998	7465.600000000001	9502.11	2245.1499999999996	27386.250000000004	6356.96	12551.280000000002	7554.8099999999995	18808.039999999997	5203.46	12200.9	13276.110000000002	14362.830000000004	17340.78	12781.88	16896.659999999996
One carbon pool by folate [PATH:ko00670]	11731.300000000001	6281.089999999999	15641.779999999997	7404.100000000002	9259.02	2924.8000000000006	26189.48	6781.5	12871.210000000003	7276.16	18078.48	5339.520000000001	12238.589999999998	14977.679999999997	15800.070000000002	20212.730000000003	15070.310000000003	18339.599999999995
Other glycan degradation [PATH:ko00511]	9678.33	1443.1500000000003	4330.9800000000005	1839.0	5491.46	818.2499999999999	6498.46	1598.27	3415.6899999999996	2520.2700000000004	5051.4	1630.81	3433.61	8748.82	7791.340000000002	9872.34	5616.200000000001	6695.369999999999
Other types of O-glycan biosynthesis [PATH:ko00514]	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	2.0	4.0	4.0	7.0	22.0
Others	2503.29	1458.41	3321.93	1928.8	2385.29	781.45	6126.119999999999	1546.58	3002.31	1443.4200000000003	4247.74	1143.3500000000001	3210.2000000000003	4788.93	4975.920000000001	6097.79	4589.829999999999	4116.28
Oxidative phosphorylation [PATH:ko00190]	21220.899999999998	12961.349999999995	28951.530000000002	14217.7	17793.269999999997	5386.9000000000015	52116.950000000004	11828.019999999999	21121.280000000006	12859.69	32364.36	9009.77	20780.33000000001	23187.939999999995	26742.280000000013	32340.02000000001	23995.170000000013	29883.259999999995
PI3K-Akt signaling pathway [PATH:ko04151]	1229.26	556.0899999999998	1512.08	695.3000000000002	710.1200000000002	244.3	1946.28	317.49	939.58	475.91	1333.2400000000002	350.15999999999997	846.5800000000003	576.25	670.1599999999999	773.9999999999998	400.58	850.8199999999998
PPAR signaling pathway [PATH:ko03320]	2897.84	1277.37	2937.58	1494.6999999999998	2032.09	422.1	6096.76	1386.51	3027.18	1703.23	4148.200000000001	1295.27	3019.12	3562.3700000000003	3723.8299999999995	4320.250000000001	3046.6599999999994	4029.4700000000003
Pancreatic secretion [PATH:ko04972]	220.0	148.76999999999995	388.37	103.3	80.42	28.5	729.65	349.5	293.44000000000005	351.59	419.18	194.54	307.72	835.3199999999998	874.47	1095.62	795.9300000000002	810.11
Pantothenate and CoA biosynthesis [PATH:ko00770]	11715.390000000001	7364.94	17637.570000000003	8346.900000000001	10308.93	3603.950000000001	25131.920000000002	5872.47	11492.1	6702.75	16864.960000000003	5004.829999999999	11674.340000000002	14739.560000000001	15159.61	19934.59	15663.11	17710.7
Parathyroid hormone synthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0
Parkinson disease [PATH:ko05012]	1935.65	1087.71	2330.2200000000007	1375.8	1502.4199999999996	503.35	3108.35	824.26	1338.11	754.8299999999998	2113.7200000000007	643.99	1675.3699999999994	2017.0900000000004	2209.4100000000008	2822.4899999999993	2269.62	2465.8700000000003
Pathogenic Escherichia coli infection [PATH:ko05130]	1010.01	564.2399999999999	1495.67	702.8000000000002	801.71	270.05	2608.0999999999995	728.1699999999997	1238.2700000000002	681.49	1832.6499999999994	566.4899999999999	1308.16	1654.97	1692.2600000000007	2070.0099999999993	1643.1599999999994	1870.7599999999993
Pathways in cancer [PATH:ko05200]	923.26	558.9899999999998	1483.9199999999998	672.3000000000002	752.9600000000002	248.3	2751.5	485.59	1232.45	610.59	1733.4000000000003	432.09	1376.8500000000004	1101.32	1276.62	1626.1999999999998	1073.54	1462.3899999999999
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	381.5	286.94	697.1200000000001	199.6	155.04	97.3	2357.2	527.0	1053.36	737.6700000000002	1339.15	382.57	1135.71	1773.17	1959.01	2314.77	1440.8400000000001	1749.2699999999993
Penicillin and cephalosporin biosynthesis [PATH:ko00311]	444.14	255.14	159.70999999999998	441.0	503.54	28.0	714.5900000000001	166.82	174.9	105.06	327.99000000000007	92.39999999999999	246.82	595.49	512.75	845.95	841.7100000000002	728.6999999999998
Pentose and glucuronate interconversions [PATH:ko00040]	8018.4900000000025	3170.85	8176.6399999999985	3491.500000000001	5030.530000000001	1975.1499999999999	7738.859999999999	2102.6000000000004	3434.7000000000003	3145.4900000000002	5231.79	1634.43	3581.79	3688.709999999999	3955.4000000000005	4908.3	4173.710000000001	4953.639999999999
Pentose phosphate pathway [PATH:ko00030]	15935.040000000003	8863.9	23339.559999999998	10644.7	14218.379999999997	5211.200000000001	32143.59	9068.880000000001	15348.010000000002	9114.86	22137.640000000003	6917.069999999998	15979.309999999998	20256.45	20664.28	26472.51000000001	20992.120000000003	22980.26
Peptidases and inhibitors [BR:ko01002]	38365.99	24223.44	56898.01999999998	26718.099999999995	33763.89999999998	11367.449999999999	79133.02000000005	22884.319999999992	43807.34	25162.97	58732.62000000001	17073.810000000005	39036.009999999995	49550.42999999998	50991.82000000001	66000.91	50256.69000000002	58966.04999999998
Peptidoglycan biosynthesis [PATH:ko00550]	18074.57	12294.829999999994	28481.439999999988	13767.500000000002	16179.32	5598.250000000002	39821.77000000001	13268.83	19664.930000000008	12630.93	27525.49000000001	8378.470000000003	20215.939999999995	27497.449999999997	27647.070000000003	35450.579999999994	28004.460000000003	30094.03999999999
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	23099.399999999994	15087.769999999995	35115.11999999999	16881.2	20083.739999999998	6868.300000000001	48552.77000000004	15210.63	23872.900000000012	14936.109999999999	33664.58000000001	10159.720000000005	24264.829999999998	31208.18	32014.250000000004	41676.56999999999	31430.880000000005	35428.309999999976
Peroxisome [PATH:ko04146]	3198.7400000000002	1576.1000000000001	3849.0	1545.0	2686.72	618.9	6814.81	1552.93	3124.3300000000004	1895.83	4493.49	1411.58	3309.0099999999993	4585.489999999999	4439.419999999998	5631.68	3647.88	4667.76
Pertussis [PATH:ko05133]	751.14	122.73000000000002	345.62	165.79999999999995	451.59000000000003	4.0	1710.5	264.8	937.6499999999999	704.3	1119.2	210.47000000000003	876.65	739.65	830.9	2092.15	1436.0	2288.15
Phenazine biosynthesis [PATH:ko00405]	1451.77	672.57	1962.75	675.1	932.9200000000001	439.35	2386.0400000000004	403.57	684.3800000000001	357.67999999999995	1426.86	473.7199999999999	1044.5700000000004	1825.9599999999998	1752.7899999999995	2486.6100000000006	1900.33	1910.1700000000003
Phenylalanine	17111.250000000004	9274.309999999998	25332.72	10885.2	13338.320000000003	5016.6500000000015	33167.64	7671.6799999999985	12235.070000000002	8026.59	20107.260000000002	6573.549999999998	14991.289999999999	19939.420000000002	20439.32	27195.92	21571.88	24705.399999999998
Phenylalanine metabolism [PATH:ko00360]	4601.4800000000005	1680.0599999999995	4662.360000000001	2296.9	3048.2200000000003	772.9	7750.4	1205.06	3402.01	1292.5700000000002	4506.330000000001	1479.18	3200.760000000001	2250.52	3094.81	4046.1600000000003	3146.7300000000005	3935.7800000000007
Phenylpropanoid biosynthesis [PATH:ko00940]	2198.140000000001	1399.86	2817.65	1574.7	2281.69	663.2	2133.46	331.99	668.83	754.91	1129.99	328.78	925.4300000000001	410.17999999999995	669.28	758.53	519.65	868.93
Phosphatidylinositol signaling system [PATH:ko04070]	1611.1599999999999	910.2299999999999	1773.2199999999998	1158.8000000000002	1591.17	437.6	3437.3700000000003	1041.83	1523.79	938.6700000000001	2178.8099999999995	728.29	1833.62	2554.8699999999994	2632.469999999999	3420.5000000000005	2465.3900000000003	2531.77
Phospholipase D signaling pathway [PATH:ko04072]	365.64	254.14	294.2100000000001	298.5	417.96	69.0	771.7399999999999	196.09	203.58	83.34	417.24	128.11	324.52	194.03	255.95999999999995	320.18	179.16	282.17999999999995
Phosphonate and phosphinate metabolism [PATH:ko00440]	1499.27	654.1600000000001	1239.3	651.3	1061.0800000000002	240.65	2414.0	433.84	886.04	638.4200000000001	1389.75	353.82	1030.15	631.53	929.2199999999998	1082.1200000000001	929.9699999999998	1145.38
Phosphotransferase system (PTS) [PATH:ko02060]	2273.14	4186.49	7142.140000000001	4056.3	6801.670000000001	2144.499999999999	10491.220000000001	9297.81	4333.899999999998	6814.0599999999995	5982.949999999999	2693.64	6526.800000000001	16892.16	15527.03	19282.170000000006	20905.269999999997	16453.969999999998
Photosynthesis [PATH:ko00195]	6556.080000000001	5559.919999999999	12558.36	6011.4000000000015	7337.68	2405.4	15248.959999999995	4094.8899999999994	5274.88	4603.919999999999	8421.030000000002	2904.6199999999994	6511.17	9310.629999999996	10116.249999999998	12970.619999999999	10780.610000000002	12266.549999999996
Photosynthesis proteins [BR:ko00194]	6581.080000000001	5563.919999999999	12618.36	6026.4000000000015	7350.68	2405.4	15315.279999999995	4120.799999999999	5372.71	4664.329999999999	8463.770000000002	2918.5299999999993	6602.59	9445.139999999996	10292.929999999998	13202.269999999999	10873.120000000003	12439.129999999996
Plant hormone signal transduction [PATH:ko04075]	0.0	0.0	0.0	0.0	0.0	11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plant-pathogen interaction [PATH:ko04626]	3813.6699999999996	1835.2799999999997	5358.42	2336.4000000000005	2778.63	1153.05	8167.47	1653.75	3737.2599999999993	1941.57	5283.1900000000005	1516.0500000000002	3826.9600000000005	3204.0299999999997	3340.8499999999995	4574.28	3366.81	4218.0199999999995
Platinum drug resistance [PATH:ko01524]	462.25	378.82	703.5899999999998	511.0	459.75	161.25	1773.83	518.9200000000001	912.3399999999998	409.83999999999986	1252.3200000000004	329.24	1012.9900000000001	1315.7099999999994	1270.44	1837.8300000000006	1647.2400000000007	1411.3599999999997
Polyketide biosynthesis proteins [BR:ko01008]	0.0	4.0	1.67	8.0	94.0	0.0	93.01	40.5	25.25	82.25	23.25	54.989999999999995	60.0	311.26	169.99	122.01	144.99	218.48
Polyketide sugar unit biosynthesis [PATH:ko00523]	3912.19	2206.84	5052.299999999999	2682.7000000000007	3226.4700000000007	964.45	7258.120000000001	1776.7000000000003	3456.67	2269.42	5028.5	1485.01	3309.27	3902.9500000000003	4277.1900000000005	4981.099999999999	3428.8500000000004	4991.869999999999
Porphyrin and chlorophyll metabolism [PATH:ko00860]	16527.090000000004	9407.06	24653.38999999999	12559.199999999997	12331.130000000005	5760.650000000003	41211.33000000003	6928.9699999999975	19580.76	8905.899999999996	29059.270000000004	7900.999999999996	19316.11	16562.18	16986.520000000004	29899.050000000014	22670.43000000001	27176.84000000001
Prenyltransferases [BR:ko01006]	4357.7	2414.74	6385.659999999999	3017.3	3547.83	1140.2	11250.8	2770.7399999999993	5465.13	3249.8900000000003	7700.24	2201.38	5511.49	6679.340000000001	6982.979999999999	8747.73	6381.32	7687.849999999999
Primary bile acid biosynthesis [PATH:ko00120]	630.65	309.28	327.17	369.0	703.9200000000002	117.55	57.83	74.84	42.33	26.34	26.49	13.33	45.66	91.0	106.66	64.66	114.0	65.33
Primary immunodeficiency [PATH:ko05340]	578.27	274.73	1260.17	337.3	616.4700000000001	260.35	2179.85	703.6699999999998	1060.6300000000003	709.4999999999999	1480.7600000000004	512.78	1163.96	1583.3799999999994	1704.89	2068.67	1551.6399999999999	1779.2499999999995
Prion disease [PATH:ko05020]	0.0	22.0	14.0	11.0	1.0	14.8	462.65999999999997	29.0	184.5	32.0	277.5	30.099999999999998	420.64	390.98	509.45	587.42	326.71000000000004	146.79999999999998
Prodigiosin biosynthesis [PATH:ko00333]	3542.3200000000006	2197.4900000000002	5033.17	2353.2000000000003	2589.92	935.7	7516.63	1938.58	3482.290000000001	2081.27	4971.369999999999	1425.1100000000001	3449.7000000000007	4132.99	4300.2	5301.09	3900.230000000001	4464.649999999999
Progesterone-mediated oocyte maturation [PATH:ko04914]	908.76	528.0899999999998	1368.08	643.3000000000002	689.7900000000002	240.3	1703.61	305.49	887.58	468.91	1241.2400000000002	308.83	789.5800000000003	461.08	598.8299999999998	713.8299999999998	307.75	750.8299999999998
Prokaryotic defense system [BR:ko02048]	23397.709999999995	14511.440000000002	26735.99	14844.599999999995	19717.260000000002	4526.750000000002	47854.159999999996	13667.389999999998	21899.159999999996	13186.119999999997	30074.620000000006	8822.4	21836.249999999993	24775.620000000003	24897.81	35926.4	25235.45	32494.59000000001
Prolactin signaling pathway [PATH:ko04917]	366.75	335.82	793.42	428.5	532.92	237.05	711.77	298.49	246.27000000000004	225.5	367.17	137.36	371.64	893.25	715.3999999999999	1195.1	897.8500000000001	714.11
Propanoate metabolism [PATH:ko00640]	12993.770000000002	6663.740000000001	14927.55	8047.7	10037.310000000001	3223.9500000000003	22208.780000000002	6283.089999999999	10893.650000000001	5916.459999999998	15031.769999999999	4640.769999999999	11564.190000000002	14523.040000000003	14893.130000000003	20273.260000000017	16028.869999999997	17080.020000000004
Prostate cancer [PATH:ko05215]	908.76	528.0899999999998	1368.08	643.3000000000002	689.7900000000002	240.3	1703.61	305.49	887.58	468.91	1241.2400000000002	308.83	789.5800000000003	461.08	598.8299999999998	713.8299999999998	307.75	750.8299999999998
Proteasome [BR:ko03051]	909.51	594.8399999999998	1370.33	743.8000000000002	973.2900000000002	266.55	1804.62	337.34000000000003	915.08	474.41	1259.7400000000002	429.31999999999994	874.0800000000003	777.09	805.3199999999998	902.3399999999998	578.74	1090.4599999999996
Proteasome [PATH:ko03050]	0.25	22.25	0.75	33.5	94.5	8.75	25.67	5.17	4.0	1.0	0.5	24.33	22.5	104.67	63.33	53.67	72.33	93.99
Protein digestion and absorption [PATH:ko04974]	795.39	181.32	656.2800000000002	164.1	415.71	8.75	1457.4	351.5	889.0	574.0	1323.5	307.8400000000001	690.0	818.0	938.0	1010.0	321.0	867.5
Protein export [PATH:ko03060]	12982.120000000003	6972.44	17210.489999999998	8425.600000000002	9838.29	3322.2000000000003	29408.13	7743.099999999999	13598.900000000003	7945.139999999999	19873.78	5952.410000000001	14301.859999999997	17767.599999999995	17957.539999999997	23626.669999999995	18636.660000000003	20740.379999999997
Protein kinases [BR:ko01001]	6842.6900000000005	3405.69	8610.22	4051.7000000000003	5664.38	2481.65	10954.289999999997	3366.2899999999995	5227.08	3171.9299999999994	6068.669999999998	2350.2400000000007	5704.82	8852.44	8356.48	10540.3	9071.97	8485.1
Protein phosphatases and associated proteins [BR:ko01009]	3543.05	2151.74	4889.969999999999	2537.9000000000005	2985.9900000000007	1056.45	6441.12	1392.9899999999998	2834.7200000000003	1673.16	4264.56	1171.74	2761.42	2950.31	3022.4599999999996	3990.1299999999997	2801.1500000000005	3580.1499999999996
Protein processing	3963.0199999999995	2775.49	7627.240000000001	3764.0	4123.67	1700.1	12595.48	2641.3399999999997	5377.55	2746.05	7938.660000000001	2268.36	5520.829999999999	6025.969999999999	6201.469999999999	9111.35	7419.250000000001	7909.439999999998
Protein processing in endoplasmic reticulum [PATH:ko04141]	1811.6599999999999	948.7899999999997	2157.25	1083.6000000000001	1213.8300000000004	312.8	4017.0599999999995	584.83	1653.34	779.24	2562.2300000000005	600.3399999999999	1293.3400000000004	643.5799999999999	960.3299999999998	990.1599999999999	500.08000000000004	1274.9099999999999
Proteoglycans in cancer [PATH:ko05205]	1101.01	564.2399999999999	1394.6699999999996	676.8000000000002	794.71	260.05	2201.95	626.17	1109.94	636.83	1559.65	462.8	1107.0699999999997	1371.3599999999994	1394.41	1798.8	1366.9200000000005	1584.6799999999994
Proximal tubule bicarbonate reclamation [PATH:ko04964]	792.4	57.03	145.42	137.0	316.58	9.0	870.7499999999999	59.239999999999995	482.83000000000004	117.41	532.74	147.86	383.68000000000006	392.77000000000004	345.69	648.87	538.06	722.33
Purine metabolism [PATH:ko00230]	32567.53999999998	18273.84999999999	47541.549999999974	21816.19999999999	27557.74999999998	9286.600000000002	75014.41	21158.509999999995	36781.85000000001	21484.190000000006	51390.880000000005	15750.870000000003	36796.509999999995	47571.839999999975	48593.35000000002	62542.71999999999	48588.07000000001	54592.59999999998
Pyrimidine metabolism [PATH:ko00240]	26307.45999999999	15816.329999999994	37163.16999999999	18622.699999999993	22474.859999999997	6532.100000000003	58861.63000000002	17134.260000000002	29208.460000000006	17771.23	41061.43000000001	12207.39	28723.009999999995	37109.13	37861.29	48703.98000000001	37032.32	42245.12
Pyruvate metabolism [PATH:ko00620]	22182.619999999995	12195.839999999998	27991.97999999999	14666.999999999996	16445.120000000006	5495.700000000002	43932.469999999994	12676.369999999999	21345.88	12257.83	29478.400000000012	8960.279999999997	21318.2	28512.81999999998	28872.360000000008	37694.829999999994	29444.559999999998	32170.739999999994
Quorum sensing [PATH:ko02024]	23245.74999999999	16281.099999999997	38856.79999999999	20821.299999999992	23919.700000000004	9195.45	59302.09999999999	16301.469999999996	32630.75	17157.090000000004	40025.73000000001	12195.519999999999	29293.18	39211.07	38400.25	54278.250000000015	44872.469999999994	46112.640000000014
RIG-I-like receptor signaling pathway [PATH:ko04622]	0.0	0.0	0.0	0.0	0.0	0.0	41.0	132.99999999999997	20.66	35.33	8.0	8.33	33.67	48.17	71.67	16.33	39.67	40.91
RNA degradation [PATH:ko03018]	12886.800000000001	7638.04	18189.01	9014.600000000002	10814.039999999999	3719.3	26292.14	6886.099999999999	12675.78	7149.03	18181.820000000003	5360.2699999999995	12761.15	16203.07	16247.339999999998	21241.22	15834.000000000002	18254.409999999996
RNA polymerase [PATH:ko03020]	3336.42	2001.4399999999996	5080.939999999999	2451.4000000000005	2967.4700000000003	964.2	8379.529999999999	2589.2599999999998	3887.53	2489.57	5558.030000000001	1721.5899999999997	4200.589999999999	5642.119999999998	5606.88	7312.1900000000005	6043.930000000001	6299.169999999997
RNA transport [PATH:ko03013]	1389.64	1012.87	2291.8	947.3	1271.76	444.6	2686.79	852.5699999999999	1544.8700000000001	869.4100000000001	2080.6000000000004	616.57	1643.9000000000003	2137.6499999999996	2000.7100000000005	2561.15	1932.4199999999998	1815.3300000000004
Regulation of actin cytoskeleton [PATH:ko04810]	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	2.0	5.0	10.0	4.0	6.0	3.0	2.0
Regulation of lipolysis in adipocytes [PATH:ko04923]	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Renal cell carcinoma [PATH:ko05211]	14.5	30.33	115.67	21.0	61.0	8.0	842.9099999999999	154.59999999999997	290.59	96.67	440.73	103.61	350.03	330.7	388.29	589.18	419.32	483.0
Renin-angiotensin system [PATH:ko04614]	30.0	31.7	105.2	85.8	43.5	0.0	509.95	106.0	235.0	215.0	283.5	96.45	264.35	248.6	409.2	348.7	160.4	340.1
Replication and repair	6074.240000000001	4680.71	9832.379999999997	5783.300000000001	6705.59	2202.6000000000004	18070.190000000002	5653.340000000001	8879.169999999998	5792.900000000001	11827.220000000001	3448.1499999999996	8981.51	12404.060000000003	12711.220000000001	18156.55	13197.039999999997	15386.259999999998
Retinol metabolism [PATH:ko00830]	349.9	31.63	77.05	91.5	350.63	12.5	631.65	213.5	142.85	356.94	251.5	71.76	266.25	844.25	860.6800000000001	1013.15	868.73	616.07
Retrograde endocannabinoid signaling [PATH:ko04723]	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Riboflavin metabolism [PATH:ko00740]	3946.4400000000005	2010.15	6237.039999999999	2576.8	2692.62	1025.3	11549.69	2333.41	5566.290000000001	2877.6099999999997	8161.4800000000005	2239.2099999999996	5123.459999999999	5542.81	6147.5599999999995	7675.089999999999	4797.12	7564.8499999999985
Ribosome [BR:ko03011]	48432.40000000001	29626.210000000025	73499.20999999993	35808.69999999999	41675.13999999996	13496.799999999992	118323.93999999993	33157.75999999996	58967.94000000003	33752.16000000005	82880.76	24600.059999999983	58790.74999999999	73496.95999999999	74825.2600000001	96263.90000000008	73523.84999999999	84435.40999999996
Ribosome [PATH:ko03010]	48432.40000000001	29626.210000000025	73499.20999999995	35808.69999999999	41675.13999999996	13496.79999999999	118323.93999999992	33157.75999999995	58967.94000000004	33752.16000000005	82880.76	24600.05999999998	58790.75	73496.95999999999	74825.26000000008	96263.9000000001	73523.84999999998	84435.40999999995
Ribosome biogenesis [BR:ko03009]	37997.389999999985	24379.910000000014	60470.04999999999	28975.19999999999	33590.83999999998	12017.849999999993	85207.20000000003	26099.14999999998	43035.00000000001	25812.54000000002	57908.35000000004	17775.31	43659.669999999984	58624.32	58549.360000000015	77580.09000000003	59942.82000000001	64249.76999999999
Ribosome biogenesis in eukaryotes [PATH:ko03008]	909.51	593.2399999999999	1396.1699999999996	710.3000000000002	886.21	271.05	2396.2799999999997	641.3399999999999	1150.44	647.83	1620.65	500.83000000000004	1185.0099999999998	1636.8099999999995	1617.79	2064.49	1530.1600000000005	1718.2699999999995
Salivary secretion [PATH:ko04970]	220.0	148.76999999999995	388.37	103.3	80.42	28.5	729.65	349.5	293.44000000000005	351.59	419.18	194.54	307.72	835.3199999999998	874.47	1095.62	795.9300000000002	810.11
Salmonella infection [PATH:ko05132]	4345.42	2312.54	6380.470000000001	2968.9000000000005	3301.42	1383.6999999999998	8601.06	1923.1699999999998	3772.71	2041.73	5712.860000000001	1706.7099999999996	4002.0600000000004	3811.0900000000006	4077.1500000000015	5154.729999999999	4010.5799999999995	5044.91
Secondary bile acid biosynthesis [PATH:ko00121]	1538.65	1031.3799999999997	2156.38	1162.8000000000002	1464.8400000000001	546.45	1737.4499999999998	658.35	594.2700000000001	572.26	964.6500000000002	377.18	808.05	937.51	1053.79	1348.5900000000001	1258.28	1297.0899999999997
Secondary metabolism	0.0	0.5	0.0	41.0	1.5	0.0	153.66	18.0	39.5	9.0	60.5	40.7	49.44	154.78	155.04999999999998	211.01999999999998	71.91	32.6
Secretion system [BR:ko02044]	20308.889999999996	12260.949999999993	30948.119999999988	15846.599999999995	16458.34	6865.050000000002	57451.72	13304.97	24997.569999999996	12784.289999999999	35518.680000000015	10283.829999999998	26126.410000000003	31974.94	32174.860000000008	43133.790000000015	34588.12000000002	34680.340000000004
Selenocompound metabolism [PATH:ko00450]	6277.72	3464.9299999999994	9016.57	4272.5	5454.93	1872.9	14103.399999999998	3874.2400000000002	6448.200000000001	3978.29	9320.249999999998	2774.640000000001	6892.59	9092.66	9199.92	12457.119999999999	10184.93	11082.810000000001
Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	46.0	0.0	0.0	0.0	10.66	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shigellosis [PATH:ko05131]	491.5	132.5	1186.5	271.0	310.5	370.0	2088.0	129.25	568.25	187.0	993.75	235.5	802.25	21.25	109.25	85.0	142.75	146.75
Signaling proteins	2739.53	2040.2399999999998	4666.8099999999995	2482.9000000000005	2796.6800000000003	948.95	6650.369999999999	1722.94	2982.8500000000004	1633.8300000000002	4413.55	1291.38	3140.56	4049.659999999999	3886.2999999999997	5512.029999999999	4228.430000000001	4420.669999999999
Small cell lung cancer [PATH:ko05222]	0.0	0.0	0.0	8.0	1.0	0.0	37.5	2.0	40.0	6.0	34.0	1.0	65.5	1.0	12.5	30.0	39.0	15.5
Sphingolipid metabolism [PATH:ko00600]	4683.29	1583.46	4203.92	1638.7000000000003	3806.41	944.2499999999999	4093.4400000000005	825.79	2073.73	1320.5799999999997	3027.3199999999997	1060.92	2009.2599999999998	3711.2200000000007	3613.810000000001	4231.509999999999	2485.1600000000003	3624.6699999999996
Sphingolipid signaling pathway [PATH:ko04071]	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.33	12.0	93.67	51.33	34.67	45.33	70.66
Spinocerebellar ataxia [PATH:ko05017]	280.14	8.14	0.71	8.0	128.95999999999998	0.0	37.5	2.0	40.0	6.0	34.0	1.0	65.5	1.0	12.5	30.0	39.0	15.5
Spliceosome [BR:ko03041]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.2	0.6	7.6	9.2	14.2	36.4	51.6
Spliceosome [PATH:ko03040]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.2	0.6	7.6	9.2	14.2	36.4	51.6
Staphylococcus aureus infection [PATH:ko05150]	3.0	6.420000000000002	1.02	8.0	44.27000000000001	49.0	1070.94	1411.52	361.10999999999996	721.3599999999999	406.86	413.2	1173.8000000000002	3135.310000000001	2693.63	3304.3199999999997	3630.879999999999	2017.5700000000002
Starch and sucrose metabolism [PATH:ko00500]	20479.17	14841.869999999999	31256.659999999993	14764.299999999997	21202.849999999995	7200.350000000003	33991.29000000001	14342.909999999998	15418.370000000006	13589.1	21837.690000000002	7833.639999999999	16818.499999999996	27513.209999999992	27423.340000000004	33846.38	30186.93	30274.799999999996
Steroid biosynthesis [PATH:ko00100]	23.0	0.0	0.0	0.0	5.33	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Steroid hormone biosynthesis [PATH:ko00140]	254.76	20.89	0.71	85.0	171.96	0.0	72.0	0.0	44.5	5.5	36.5	9.5	55.0	0.5	2.0	0.0	1.5	1.5
Stilbenoid	0.0	0.0	0.0	0.0	0.0	0.0	100.91	12.91	92.08	55.41	31.24	5.16	67.08	39.33	67.83	147.82999999999996	64.5	159.07999999999996
Streptomycin biosynthesis [PATH:ko00521]	6652.9	3677.4299999999994	8517.219999999998	4390.100000000001	5563.530000000001	1768.1	12173.5	3171.84	6001.9000000000015	3922.49	8478.93	2603.43	5860.6799999999985	7353.119999999999	8062.35	9441.26	6759.490000000001	8493.999999999996
Structural proteins	4696.630000000001	1935.0	5607.63	2393.2999999999997	3173.2200000000003	607.55	13043.469999999998	3110.8199999999997	5929.04	4306.250000000001	8903.48	2394.7599999999998	5420.820000000001	7409.25	8398.150000000001	10643.199999999997	5938.190000000002	8463.050000000001
Styrene degradation [PATH:ko00643]	130.0	39.14	152.34	47.0	56.59	26.0	1136.65	182.39999999999998	650.3799999999999	218.32	584.76	174.60999999999999	611.12	932.3599999999999	1019.47	1291.1	1128.2999999999997	891.1799999999998
Sulfur metabolism [PATH:ko00920]	5986.58	3022.53	8203.34	3745.8000000000006	4473.5	1661.1999999999998	11273.89	2640.6699999999996	4557.74	2355.0199999999995	6634.299999999999	2353.96	5430.68	7976.549999999998	8343.15	11669.91	8554.29	9286.999999999998
Sulfur relay system [PATH:ko04122]	4914.32	3082.46	7312.32	3428.6000000000004	4216.47	1820.6	9399.609999999999	2585.74	4634.71	2298.1499999999996	6404.59	1912.64	4910.539999999999	5884.02	5183.6	7862.399999999999	6342.060000000001	6734.26
Synaptic vesicle cycle [PATH:ko04721]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Synthesis and degradation of ketone bodies [PATH:ko00072]	483.5	239.4	916.8399999999999	290.0	301.42	132.5	1586.0700000000006	528.74	854.9300000000002	369.82	1007.6699999999998	312.68	712.28	910.2499999999998	868.44	1066.71	1381.6099999999997	1102.25
Systemic lupus erythematosus [PATH:ko05322]	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	2.0	0.0	0.0	1.2	32.6	82.6	139.2	140.2	49.4	17.6
