OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Pathways
Peptidoglycan biosynthesis	266418.0	260328.0	297127.0	285996.0	321799.0	294430.0	260753.0	248857.0	264328.0	254586.0	273331.0	259378.0	288921.0	324102.0	295000.0	293162.0	309892.0	289197.0	Metabolism; Glycan Biosynthesis and Metabolism; Peptidoglycan biosynthesis
Peroxisome	156487.0	164709.0	183156.0	173544.0	187138.0	175647.0	148887.0	146956.0	153033.0	147400.0	159199.0	148227.0	169155.0	181692.0	170620.0	172597.0	182216.0	171073.0	Cellular Processes; Transport and Catabolism; Peroxisome
Pertussis	19819.0	15084.0	20340.0	20943.0	28208.0	22021.0	17547.0	15019.0	16159.0	18653.0	17837.0	16856.0	19230.0	23281.0	19160.0	19374.0	20455.0	19474.0	Human Diseases; Infectious Diseases; Pertussis
Phagosome	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	125.0	135.0	122.0	91.0	133.0	89.0	95.0	122.0	Cellular Processes; Transport and Catabolism; Phagosome
Phenylalanine metabolism	255206.0	252086.0	293595.0	282179.0	324645.0	280942.0	224111.0	223347.0	236853.0	233826.0	249428.0	224588.0	268077.0	300488.0	267026.0	273866.0	293610.0	267888.0	Metabolism; Amino Acid Metabolism; Phenylalanine metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	297034.0	289396.0	332861.0	320110.0	364043.0	328733.0	288618.0	278256.0	293110.0	283526.0	305882.0	289147.0	322538.0	361563.0	329238.0	327491.0	346179.0	322404.0	Metabolism; Amino Acid Metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis
Phenylpropanoid biosynthesis	44639.0	54591.0	53498.0	50435.0	47817.0	49789.0	46854.0	48703.0	50109.0	45308.0	50119.0	47800.0	54185.0	54340.0	53840.0	53942.0	59495.0	52400.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Phenylpropanoid biosynthesis
Phosphatidylinositol signaling system	47364.0	46483.0	54494.0	51810.0	59754.0	52145.0	45468.0	44387.0	46131.0	44733.0	49298.0	45857.0	51739.0	58310.0	52212.0	52386.0	56787.0	51029.0	Environmental Information Processing; Signal Transduction; Phosphatidylinositol signaling system
Phosphonate and phosphinate metabolism	27610.0	24688.0	31292.0	30926.0	37452.0	32371.0	24183.0	22841.0	24544.0	25102.0	26139.0	24052.0	26732.0	31656.0	27143.0	28166.0	29517.0	28004.0	Metabolism; Metabolism of Other Amino Acids; Phosphonate and phosphinate metabolism
Phosphotransferase system (PTS)	43365.0	45465.0	49447.0	48976.0	52245.0	47757.0	42395.0	39690.0	40919.0	42396.0	43364.0	42466.0	44859.0	48973.0	46019.0	46963.0	48945.0	46324.0	Environmental Information Processing; Membrane Transport; Phosphotransferase system (PTS)
Photosynthesis	109210.0	109898.0	128481.0	117417.0	136300.0	125184.0	145637.0	132245.0	131344.0	115199.0	149568.0	152477.0	160895.0	174041.0	153959.0	143697.0	174465.0	131488.0	Metabolism; Energy Metabolism; Photosynthesis
Photosynthesis - antenna proteins	378.0	1085.0	1681.0	357.0	1464.0	1729.0	11058.0	8223.0	6807.0	3309.0	10780.0	13093.0	12445.0	12169.0	9370.0	6817.0	14099.0	3726.0	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins
Photosynthesis proteins	122068.0	122205.0	144284.0	130459.0	152802.0	140555.0	169272.0	151061.0	149216.0	129335.0	172385.0	177320.0	185240.0	200190.0	175828.0	163352.0	201259.0	147690.0	Metabolism; Energy Metabolism; Photosynthesis proteins
Phototransduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Sensory System; Phototransduction
Phototransduction - fly	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	127.0	135.0	122.0	91.0	133.0	90.0	95.0	122.0	Organismal Systems; Sensory System; Phototransduction - fly
Plant-pathogen interaction	65534.0	59954.0	71362.0	69918.0	82587.0	72002.0	59008.0	56707.0	62865.0	60875.0	64715.0	59291.0	68473.0	79528.0	69231.0	69869.0	74604.0	68920.0	Organismal Systems; Environmental Adaptation; Plant-pathogen interaction
Polycyclic aromatic hydrocarbon degradation	95791.0	115548.0	120522.0	111249.0	109532.0	107620.0	92833.0	93089.0	93799.0	90271.0	98421.0	92245.0	107323.0	103395.0	106831.0	109072.0	116622.0	106613.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Polycyclic aromatic hydrocarbon degradation
Polyketide sugar unit biosynthesis	60833.0	62743.0	70209.0	66675.0	73045.0	67142.0	63044.0	60974.0	64920.0	59860.0	65543.0	63251.0	70533.0	77423.0	71011.0	69219.0	75060.0	68891.0	Metabolism; Metabolism of Terpenoids and Polyketides; Polyketide sugar unit biosynthesis
Pores ion channels	264417.0	212713.0	277832.0	279328.0	345301.0	296916.0	230658.0	206002.0	241360.0	240572.0	251046.0	230497.0	270690.0	329495.0	269043.0	270920.0	289344.0	266014.0	Unclassified; Cellular Processes and Signaling; Pores ion channels
Porphyrin and chlorophyll metabolism	502839.0	475303.0	568211.0	542410.0	642535.0	544045.0	476255.0	462914.0	495864.0	476814.0	518476.0	479312.0	568643.0	649086.0	554524.0	556019.0	609918.0	535814.0	Metabolism; Metabolism of Cofactors and Vitamins; Porphyrin and chlorophyll metabolism
Prenyltransferases	139202.0	150056.0	162042.0	150316.0	158792.0	151568.0	145456.0	143254.0	150511.0	139081.0	150428.0	145027.0	163226.0	173948.0	164549.0	163112.0	173537.0	158946.0	Metabolism; Metabolism of Terpenoids and Polyketides; Prenyltransferases
Primary bile acid biosynthesis	11046.0	12362.0	13307.0	12200.0	12579.0	11768.0	10183.0	10445.0	10326.0	10256.0	10988.0	10221.0	11985.0	12543.0	11986.0	12354.0	13038.0	12181.0	Metabolism; Lipid Metabolism; Primary bile acid biosynthesis
Primary immunodeficiency	27635.0	29170.0	31808.0	30906.0	32842.0	30305.0	24665.0	25828.0	28732.0	26549.0	27571.0	25324.0	31125.0	33560.0	30127.0	30945.0	33133.0	29941.0	Human Diseases; Immune System Diseases; Primary immunodeficiency
Prion diseases	4263.0	4502.0	5251.0	5051.0	5099.0	5166.0	4243.0	4287.0	4223.0	4100.0	4729.0	4409.0	4377.0	4524.0	4914.0	4700.0	4902.0	5277.0	Human Diseases; Neurodegenerative Diseases; Prion diseases
Progesterone-mediated oocyte maturation	10657.0	9791.0	11247.0	11186.0	13226.0	11421.0	9886.0	9490.0	10966.0	10361.0	10815.0	10026.0	11964.0	13579.0	11878.0	11765.0	12903.0	11329.0	Organismal Systems; Endocrine System; Progesterone-mediated oocyte maturation
Propanoate metabolism	582206.0	603019.0	679309.0	641373.0	708655.0	643967.0	534732.0	530111.0	544908.0	537034.0	577101.0	531221.0	613007.0	668767.0	621300.0	631563.0	666009.0	621648.0	Metabolism; Carbohydrate Metabolism; Propanoate metabolism
Prostate cancer	10657.0	9791.0	11247.0	11186.0	13226.0	11421.0	9886.0	9490.0	10966.0	10361.0	10815.0	10026.0	11964.0	13579.0	11878.0	11765.0	12903.0	11329.0	Human Diseases; Cancers; Prostate cancer
Proteasome	19795.0	25273.0	23927.0	22484.0	20492.0	21284.0	20291.0	22270.0	22850.0	20212.0	21929.0	20853.0	24979.0	24332.0	24445.0	24560.0	26363.0	23769.0	Genetic Information Processing; Folding, Sorting and Degradation; Proteasome
Protein digestion and absorption	3846.0	4787.0	5286.0	4395.0	3866.0	4462.0	3974.0	4838.0	5755.0	4473.0	4228.0	4097.0	4966.0	4953.0	4809.0	5100.0	5081.0	4999.0	Organismal Systems; Digestive System; Protein digestion and absorption
Protein export	214055.0	213913.0	243546.0	231489.0	258493.0	235391.0	209909.0	204917.0	215176.0	204928.0	221488.0	209820.0	235073.0	261146.0	240032.0	237823.0	251039.0	235609.0	Genetic Information Processing; Folding, Sorting and Degradation; Protein export
Protein folding and associated processing	392419.0	368331.0	435733.0	418236.0	491591.0	431150.0	366473.0	349414.0	377721.0	367906.0	394203.0	364623.0	421760.0	479917.0	423819.0	423833.0	453453.0	415445.0	Unclassified; Genetic Information Processing; Protein folding and associated processing
Protein kinases	281649.0	258464.0	287903.0	292264.0	332547.0	312184.0	257967.0	235318.0	262473.0	262237.0	272564.0	254448.0	298777.0	339802.0	297085.0	294949.0	318989.0	286715.0	Metabolism; Enzyme Families; Protein kinases
Protein processing in endoplasmic reticulum	33644.0	33289.0	36562.0	35794.0	40515.0	36390.0	33204.0	31532.0	34452.0	32590.0	35399.0	33512.0	38701.0	43046.0	38389.0	37847.0	41762.0	36494.0	Genetic Information Processing; Folding, Sorting and Degradation; Protein processing in endoplasmic reticulum
Proximal tubule bicarbonate reclamation	20110.0	19572.0	21267.0	21683.0	24332.0	22050.0	17986.0	17515.0	19221.0	18796.0	19327.0	18049.0	22111.0	24684.0	21089.0	21267.0	23313.0	20333.0	Organismal Systems; Excretory System; Proximal tubule bicarbonate reclamation
Purine metabolism	872539.0	869656.0	999906.0	955635.0	1070016.0	972367.0	841438.0	820128.0	863878.0	829082.0	899364.0	844958.0	949824.0	1057515.0	963896.0	962478.0	1024403.0	949226.0	Metabolism; Nucleotide Metabolism; Purine metabolism
Pyrimidine metabolism	573057.0	562770.0	649924.0	620400.0	704123.0	627361.0	551366.0	542370.0	574405.0	550912.0	588401.0	552038.0	630658.0	709631.0	637156.0	633615.0	673475.0	626493.0	Metabolism; Nucleotide Metabolism; Pyrimidine metabolism
Pyruvate metabolism	578160.0	566058.0	652726.0	628389.0	717032.0	633821.0	536214.0	523158.0	553780.0	540119.0	578936.0	537235.0	623075.0	698864.0	622411.0	628436.0	670724.0	615975.0	Metabolism; Carbohydrate Metabolism; Pyruvate metabolism
RIG-I-like receptor signaling pathway	1545.0	2144.0	2287.0	2225.0	1905.0	1833.0	1509.0	1742.0	1413.0	1509.0	1815.0	1688.0	1761.0	1620.0	1814.0	1969.0	2082.0	1788.0	Organismal Systems; Immune System; RIG-I-like receptor signaling pathway
RNA degradation	181470.0	176635.0	204813.0	194713.0	221681.0	201024.0	180671.0	172901.0	182016.0	174291.0	189963.0	180725.0	200966.0	225998.0	204532.0	201757.0	216134.0	198716.0	Genetic Information Processing; Folding, Sorting and Degradation; RNA degradation
RNA polymerase	51471.0	50718.0	58253.0	55422.0	62542.0	56724.0	51781.0	49818.0	51719.0	49407.0	54191.0	51931.0	57146.0	63753.0	58425.0	57384.0	60907.0	56646.0	Genetic Information Processing; Transcription; RNA polymerase
RNA transport	33089.0	26538.0	33509.0	33399.0	42715.0	35082.0	30429.0	28617.0	33306.0	32266.0	32224.0	30676.0	36195.0	43613.0	35767.0	35032.0	37891.0	34460.0	Genetic Information Processing; Translation; RNA transport
Regulation of actin cytoskeleton	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	125.0	135.0	122.0	91.0	133.0	89.0	95.0	122.0	Cellular Processes; Cell Motility; Regulation of actin cytoskeleton
Renal cell carcinoma	10845.0	10955.0	11981.0	11567.0	12490.0	11818.0	11245.0	10752.0	10956.0	10722.0	11593.0	11287.0	12129.0	13613.0	12461.0	12376.0	13038.0	12056.0	Human Diseases; Cancers; Renal cell carcinoma
Renin-angiotensin system	6892.0	5026.0	6532.0	6816.0	8711.0	7342.0	4941.0	4477.0	5576.0	5826.0	5685.0	4734.0	6485.0	8093.0	6224.0	6306.0	6692.0	6207.0	Organismal Systems; Endocrine System; Renin-angiotensin system
Replication, recombination and repair proteins	318307.0	293768.0	355159.0	340488.0	397548.0	351090.0	315218.0	293491.0	312567.0	301292.0	333191.0	315215.0	344283.0	394120.0	350434.0	346922.0	371415.0	339621.0	Unclassified; Genetic Information Processing; Replication, recombination and repair proteins
Restriction enzyme	38698.0	35318.0	42841.0	40115.0	47381.0	41168.0	38844.0	38314.0	40625.0	38467.0	41703.0	38846.0	44041.0	50630.0	45353.0	44481.0	46330.0	43895.0	Unclassified; Genetic Information Processing; Restriction enzyme
Retinol metabolism	47531.0	51365.0	57695.0	54621.0	57799.0	52883.0	46846.0	46218.0	47698.0	45543.0	50356.0	47572.0	54296.0	56756.0	53558.0	54426.0	58588.0	53358.0	Metabolism; Metabolism of Cofactors and Vitamins; Retinol metabolism
Rheumatoid arthritis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Immune System Diseases; Rheumatoid arthritis
Riboflavin metabolism	126156.0	124788.0	142796.0	137433.0	154567.0	139052.0	119916.0	117144.0	125554.0	119798.0	129614.0	120766.0	139739.0	155832.0	139920.0	139702.0	149747.0	136661.0	Metabolism; Metabolism of Cofactors and Vitamins; Riboflavin metabolism
Ribosome	700258.0	695107.0	797715.0	755606.0	851043.0	769873.0	695845.0	676569.0	706426.0	675309.0	729339.0	693391.0	773844.0	861700.0	791609.0	778570.0	823112.0	774334.0	Genetic Information Processing; Translation; Ribosome
Ribosome Biogenesis	504146.0	472021.0	553886.0	537040.0	622094.0	554925.0	474562.0	454442.0	489390.0	476648.0	507585.0	473648.0	537404.0	615557.0	548701.0	544034.0	576376.0	540496.0	Genetic Information Processing; Translation; Ribosome Biogenesis
Ribosome biogenesis in eukaryotes	29718.0	28281.0	32285.0	31937.0	36616.0	32008.0	25827.0	25647.0	28468.0	27512.0	29048.0	26026.0	31882.0	36591.0	31812.0	31974.0	34238.0	31592.0	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
Salivary secretion	9.0	10.0	9.0	7.0	13.0	16.0	7.0	8.0	10.0	6.0	12.0	8.0	7.0	8.0	10.0	10.0	13.0	9.0	Organismal Systems; Digestive System; Salivary secretion
Secondary bile acid biosynthesis	616.0	694.0	788.0	547.0	481.0	666.0	797.0	779.0	620.0	554.0	707.0	925.0	568.0	543.0	732.0	665.0	551.0	680.0	Metabolism; Lipid Metabolism; Secondary bile acid biosynthesis
Secretion system	972526.0	811429.0	1025593.0	1036080.0	1279831.0	1090749.0	826747.0	761479.0	868385.0	870362.0	915126.0	835979.0	978410.0	1181218.0	975086.0	989063.0	1056884.0	965741.0	Environmental Information Processing; Membrane Transport; Secretion system
Selenocompound metabolism	167892.0	172772.0	192615.0	183675.0	200972.0	187452.0	164622.0	159812.0	166544.0	159650.0	173244.0	164010.0	183440.0	201097.0	186642.0	186873.0	197433.0	184488.0	Metabolism; Metabolism of Other Amino Acids; Selenocompound metabolism
Sesquiterpenoid biosynthesis	768.0	834.0	984.0	730.0	347.0	582.0	565.0	897.0	2063.0	1126.0	752.0	747.0	1165.0	1047.0	869.0	1609.0	1349.0	910.0	Metabolism; Metabolism of Terpenoids and Polyketides; Sesquiterpenoid biosynthesis
Shigellosis	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	125.0	135.0	122.0	91.0	133.0	89.0	95.0	122.0	Human Diseases; Infectious Diseases; Shigellosis
Signal transduction mechanisms	248328.0	219708.0	258286.0	258979.0	306692.0	267625.0	224831.0	211725.0	238606.0	232002.0	242857.0	225733.0	268314.0	310643.0	264203.0	262795.0	282175.0	256046.0	Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms
Small cell lung cancer	6350.0	6379.0	8924.0	7544.0	8922.0	8229.0	6323.0	5788.0	4754.0	5275.0	6754.0	6028.0	5094.0	5875.0	6050.0	6503.0	6438.0	6458.0	Human Diseases; Cancers; Small cell lung cancer
Sphingolipid metabolism	23537.0	29480.0	28561.0	26905.0	24545.0	26123.0	27645.0	28113.0	30024.0	25954.0	27869.0	28390.0	29726.0	29927.0	29749.0	30627.0	32688.0	27735.0	Metabolism; Lipid Metabolism; Sphingolipid metabolism
Spliceosome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Genetic Information Processing; Transcription; Spliceosome
Sporulation	18794.0	22165.0	19333.0	23626.0	17349.0	20341.0	27429.0	21890.0	23213.0	22252.0	20822.0	27415.0	21048.0	19987.0	20586.0	20373.0	20815.0	19721.0	Unclassified; Cellular Processes and Signaling; Sporulation
Staphylococcus aureus infection	3889.0	2459.0	3596.0	4052.0	5621.0	3805.0	3274.0	2781.0	3295.0	3794.0	3558.0	3181.0	3843.0	5326.0	3588.0	3931.0	4175.0	3566.0	Human Diseases; Infectious Diseases; Staphylococcus aureus infection
Starch and sucrose metabolism	214320.0	242620.0	249397.0	238131.0	238930.0	243219.0	232311.0	228181.0	234050.0	215451.0	241501.0	235603.0	250941.0	258857.0	256038.0	251955.0	271033.0	244185.0	Metabolism; Carbohydrate Metabolism; Starch and sucrose metabolism
Steroid biosynthesis	7544.0	11658.0	9707.0	8757.0	6393.0	8143.0	10484.0	10698.0	10199.0	8298.0	10116.0	10866.0	11554.0	9541.0	11019.0	10618.0	11513.0	9968.0	Metabolism; Lipid Metabolism; Steroid biosynthesis
Steroid hormone biosynthesis	15460.0	17721.0	19578.0	17547.0	18243.0	16938.0	16057.0	16662.0	16112.0	15103.0	17051.0	16222.0	18139.0	18468.0	18390.0	18188.0	19067.0	17347.0	Metabolism; Lipid Metabolism; Steroid hormone biosynthesis
Stilbenoid, diarylheptanoid and gingerol biosynthesis	34262.0	48910.0	43729.0	40123.0	31196.0	37774.0	37034.0	38500.0	38384.0	34377.0	37851.0	36930.0	42936.0	37230.0	42630.0	43502.0	44955.0	41127.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Stilbenoid, diarylheptanoid and gingerol biosynthesis
Streptomycin biosynthesis	122171.0	133529.0	143125.0	136063.0	142263.0	135435.0	126298.0	124549.0	129128.0	119401.0	132253.0	127340.0	141721.0	151643.0	142528.0	141205.0	152080.0	138677.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Streptomycin biosynthesis
Styrene degradation	88562.0	85930.0	100964.0	97851.0	114397.0	96255.0	75531.0	74559.0	79185.0	80152.0	84394.0	74699.0	92656.0	105949.0	90455.0	93120.0	100715.0	91239.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation
Sulfur metabolism	156587.0	152139.0	174788.0	168021.0	188055.0	173741.0	152242.0	143843.0	151831.0	147584.0	160971.0	152170.0	167828.0	189087.0	172624.0	172833.0	180588.0	168705.0	Metabolism; Energy Metabolism; Sulfur metabolism
Sulfur relay system	148793.0	149301.0	168982.0	160754.0	178803.0	165288.0	148949.0	144303.0	149921.0	142502.0	155913.0	149677.0	164193.0	180116.0	168302.0	164959.0	174577.0	163565.0	Genetic Information Processing; Folding, Sorting and Degradation; Sulfur relay system
Synthesis and degradation of ketone bodies	114627.0	113632.0	131594.0	125588.0	144114.0	126384.0	98789.0	98318.0	104234.0	103579.0	109554.0	98041.0	117775.0	131867.0	117063.0	120927.0	129644.0	119593.0	Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies
Systemic lupus erythematosus	751.0	825.0	761.0	681.0	601.0	1042.0	925.0	809.0	699.0	793.0	791.0	919.0	662.0	661.0	784.0	762.0	675.0	744.0	Human Diseases; Immune System Diseases; Systemic lupus erythematosus
TGF-beta signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; TGF-beta signaling pathway
Taurine and hypotaurine metabolism	60773.0	62301.0	67759.0	65134.0	69780.0	68276.0	59159.0	56193.0	59759.0	57318.0	61994.0	59037.0	65207.0	71169.0	66250.0	67127.0	71750.0	65288.0	Metabolism; Metabolism of Other Amino Acids; Taurine and hypotaurine metabolism
Terpenoid backbone biosynthesis	236862.0	249436.0	274465.0	258097.0	279584.0	258266.0	232876.0	229437.0	240153.0	227599.0	246031.0	232228.0	264224.0	285850.0	266884.0	267643.0	283775.0	262004.0	Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis
Tetracycline biosynthesis	61297.0	55556.0	67651.0	64901.0	77004.0	68364.0	59256.0	55648.0	58977.0	58096.0	61865.0	58883.0	64815.0	74305.0	66389.0	65355.0	68864.0	65477.0	Metabolism; Metabolism of Terpenoids and Polyketides; Tetracycline biosynthesis
Thiamine metabolism	162676.0	157736.0	181903.0	173454.0	197681.0	175693.0	159586.0	154067.0	162289.0	156456.0	167571.0	157896.0	180015.0	202715.0	181947.0	180155.0	190867.0	177218.0	Metabolism; Metabolism of Cofactors and Vitamins; Thiamine metabolism
Tight junction	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	125.0	135.0	122.0	91.0	133.0	89.0	95.0	122.0	Cellular Processes; Cell Communication; Tight junction
Toluene degradation	118017.0	117595.0	137573.0	129912.0	147540.0	129242.0	105357.0	103189.0	109375.0	107472.0	115731.0	104871.0	124653.0	138258.0	124307.0	127422.0	135724.0	124569.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation
Toxoplasmosis	6297.0	6311.0	8905.0	7433.0	8897.0	8189.0	6281.0	5720.0	4721.0	5216.0	6706.0	5964.0	5001.0	5768.0	5991.0	6426.0	6313.0	6397.0	Human Diseases; Infectious Diseases; Toxoplasmosis
Transcription factors	683035.0	683064.0	776334.0	759920.0	851957.0	767056.0	632015.0	620034.0	658053.0	642736.0	683813.0	640080.0	730312.0	814855.0	726462.0	741649.0	802136.0	727913.0	Genetic Information Processing; Transcription; Transcription factors
Transcription machinery	392359.0	410740.0	432662.0	417685.0	441275.0	438648.0	393019.0	378891.0	398705.0	380575.0	404465.0	390715.0	433611.0	466711.0	441428.0	435862.0	464198.0	429035.0	Genetic Information Processing; Transcription; Transcription machinery
Transcription related proteins	1148.0	1116.0	980.0	981.0	1079.0	1316.0	1624.0	1299.0	1136.0	1426.0	1268.0	1565.0	1102.0	1095.0	1278.0	1118.0	1139.0	1168.0	Unclassified; Genetic Information Processing; Transcription related proteins
Translation factors	169820.0	162852.0	189916.0	181320.0	209547.0	186790.0	164924.0	159038.0	168751.0	162354.0	174223.0	164670.0	185419.0	209390.0	188813.0	185876.0	198011.0	184380.0	Genetic Information Processing; Translation; Translation factors
Translation proteins	316508.0	294013.0	350856.0	337440.0	396841.0	348580.0	304369.0	288671.0	309367.0	301190.0	322131.0	304336.0	340896.0	391132.0	346411.0	343791.0	366160.0	339446.0	Unclassified; Genetic Information Processing; Translation proteins
Transporters	2973212.0	3080161.0	3429996.0	3351269.0	3708129.0	3376275.0	2802214.0	2756389.0	2851407.0	2777680.0	3028030.0	2830142.0	3186536.0	3495948.0	3177895.0	3260188.0	3540453.0	3166561.0	Environmental Information Processing; Membrane Transport; Transporters
Tropane, piperidine and pyridine alkaloid biosynthesis	58795.0	59760.0	68203.0	65075.0	71708.0	65906.0	56685.0	55530.0	57544.0	56173.0	60801.0	57386.0	63557.0	69054.0	65128.0	65656.0	68725.0	64666.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis
Tryptophan metabolism	395394.0	426137.0	471289.0	442182.0	473133.0	441033.0	366866.0	368707.0	376491.0	367643.0	396105.0	365418.0	421106.0	448688.0	426416.0	434294.0	460701.0	429116.0	Metabolism; Amino Acid Metabolism; Tryptophan metabolism
Tuberculosis	63446.0	64033.0	73202.0	67979.0	75759.0	72258.0	68769.0	63756.0	65320.0	61458.0	70715.0	69047.0	73042.0	79735.0	75096.0	73007.0	79170.0	70539.0	Human Diseases; Infectious Diseases; Tuberculosis
Two-component system	1202905.0	1075263.0	1285291.0	1295727.0	1536109.0	1335728.0	1065301.0	989232.0	1104378.0	1097433.0	1160973.0	1071491.0	1247497.0	1457821.0	1239071.0	1259397.0	1350756.0	1220345.0	Environmental Information Processing; Signal Transduction; Two-component system
Type I diabetes mellitus	21990.0	22777.0	24897.0	23472.0	25278.0	23890.0	22456.0	21976.0	22866.0	21497.0	23480.0	22507.0	25297.0	27654.0	25371.0	25305.0	27270.0	24437.0	Human Diseases; Metabolic Diseases; Type I diabetes mellitus
Type II diabetes mellitus	15707.0	14944.0	17832.0	17243.0	19660.0	17801.0	15821.0	14931.0	16246.0	15002.0	16593.0	16241.0	18305.0	20331.0	17745.0	17390.0	19302.0	16883.0	Human Diseases; Metabolic Diseases; Type II diabetes mellitus
Tyrosine metabolism	241096.0	246373.0	285768.0	271319.0	303743.0	269689.0	224440.0	223303.0	235309.0	228360.0	244310.0	226957.0	262145.0	285114.0	260196.0	264817.0	282970.0	259911.0	Metabolism; Amino Acid Metabolism; Tyrosine metabolism
Ubiquinone and other terpenoid-quinone biosynthesis	175815.0	165755.0	196176.0	188185.0	220439.0	192375.0	167992.0	160858.0	172631.0	167115.0	180269.0	168620.0	195791.0	223297.0	194618.0	192842.0	209894.0	188980.0	Metabolism; Metabolism of Cofactors and Vitamins; Ubiquinone and other terpenoid-quinone biosynthesis
Ubiquitin system	6045.0	9284.0	8195.0	6983.0	5028.0	6365.0	8332.0	9332.0	8566.0	7153.0	8163.0	8683.0	9092.0	7963.0	9316.0	8632.0	9160.0	8626.0	Genetic Information Processing; Folding, Sorting and Degradation; Ubiquitin system
VEGF signaling pathway	66.0	84.0	23.0	114.0	30.0	50.0	53.0	83.0	47.0	67.0	64.0	82.0	101.0	113.0	65.0	81.0	129.0	65.0	Environmental Information Processing; Signal Transduction; VEGF signaling pathway
Valine, leucine and isoleucine biosynthesis	334896.0	340281.0	381065.0	364524.0	405238.0	372105.0	326004.0	317821.0	329478.0	317519.0	344379.0	325169.0	365555.0	401280.0	370957.0	370853.0	393262.0	366167.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine biosynthesis
Valine, leucine and isoleucine degradation	582123.0	607789.0	684818.0	643950.0	709293.0	649872.0	530213.0	532135.0	543001.0	537108.0	575877.0	528456.0	610348.0	662280.0	618321.0	630608.0	668297.0	620975.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation
Various types of N-glycan biosynthesis	24.0	22.0	13.0	6.0	28.0	9.0	24.0	32.0	12.0	26.0	19.0	24.0	14.0	9.0	24.0	12.0	10.0	24.0	Metabolism; Glycan Biosynthesis and Metabolism; Various types of N-glycan biosynthesis
Vascular smooth muscle contraction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Circulatory System; Vascular smooth muscle contraction
Vasopressin-regulated water reabsorption	34.0	30.0	35.0	40.0	32.0	59.0	42.0	28.0	29.0	32.0	28.0	29.0	32.0	32.0	42.0	35.0	35.0	32.0	Organismal Systems; Excretory System; Vasopressin-regulated water reabsorption
Vibrio cholerae infection	733.0	679.0	544.0	561.0	471.0	853.0	793.0	557.0	613.0	669.0	674.0	676.0	669.0	583.0	755.0	628.0	598.0	704.0	Human Diseases; Infectious Diseases; Vibrio cholerae infection
Vibrio cholerae pathogenic cycle	46079.0	39353.0	49058.0	48986.0	59120.0	51852.0	39815.0	36972.0	43153.0	41755.0	44465.0	41156.0	48707.0	56798.0	47578.0	47507.0	52052.0	46087.0	Human Diseases; Infectious Diseases; Vibrio cholerae pathogenic cycle
Viral myocarditis	6393.0	6397.0	8952.0	7499.0	8956.0	8259.0	6436.0	5808.0	4819.0	5303.0	6815.0	6081.0	5115.0	5853.0	6118.0	6511.0	6404.0	6515.0	Human Diseases; Cardiovascular Diseases; Viral myocarditis
Vitamin B6 metabolism	74355.0	76755.0	86362.0	81406.0	89373.0	82785.0	73672.0	72772.0	75028.0	71549.0	77974.0	73953.0	81667.0	89536.0	83750.0	83408.0	87998.0	82417.0	Metabolism; Metabolism of Cofactors and Vitamins; Vitamin B6 metabolism
