ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6
ASV_1052	-19.647	11.799	0.0740099699862347	0.363321670841516	NotSig	0	0.082	0	0	0	0	0	0	0.069	0.356	0.067	0	0	0
ASV_1069	-18.891	10.755	0.175734335644225	0.461885820233052	NotSig	0	0.049	0	0	0	0	0	0	0.173	0.119	0	0	0	0
ASV_1091	-19.367	11.561	0.175734335644225	0.461885820233052	NotSig	0	0.068	0	0	0	0	0	0	0.104	0	0	0.302	0	0
ASV_1100	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1111	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1186	-18.359	10.978	0.404656761927286	0.560293978053165	NotSig	0	0.034	0	0	0	0	0	0	0	0	0.202	0	0	0
ASV_1198	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_133	-19.814	12.433	0.404656761927286	0.560293978053165	NotSig	0	0.092	0	0	0	0	0	0	0.553	0	0	0	0	0
ASV_137	-20.062	12.681	0.404656761927286	0.560293978053165	NotSig	0	0.109	0	0	0	0	0	0	0.657	0	0	0	0	0
ASV_222	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_240	-19.781	12.203	0.175734335644225	0.461885820233052	NotSig	0	0.09	0	0	0	0	0	0	0.069	0	0	0	0.471	0
ASV_249	-19.621	12.241	0.404656761927286	0.560293978053165	NotSig	0	0.081	0	0	0	0	0	0	0.484	0	0	0	0	0
ASV_281	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_303	-19.943	11.893	0.0740099699862347	0.363321670841516	NotSig	0	0.101	0	0	0	0	0	0	0.38	0	0.067	0	0.157	0
ASV_304	-20.303	12.34	0.0740099699862347	0.363321670841516	NotSig	0	0.129	0	0	0	0	0	0	0.518	0	0	0.101	0.157	0
ASV_313	-21.022	13.641	0.404656761927286	0.560293978053165	NotSig	0	0.213	0	0	0	0	0	0	0	0	1.278	0	0	0
ASV_344	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_356	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_367	21.445	13.856	0.0740099699862347	0.363321670841516	NotSig	0.286	0	1.483	0	0.101	0.13	0	0	0	0	0	0	0	0
ASV_370	22.228	14.032	0.0740099699862347	0.363321670841516	NotSig	0.491	0	0	1.675	0.05	0	0	1.223	0	0	0	0	0	0
ASV_419	-20.064	12.433	0.175734335644225	0.461885820233052	NotSig	0	0.11	0	0	0	0	0	0	0.553	0	0	0	0.105	0
ASV_476	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_477	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_510	20.89	12.979	0.175734335644225	0.461885820233052	NotSig	0.194	0	0	0.359	0.807	0	0	0	0	0	0	0	0	0
ASV_524	20.608	13.227	0.404656761927286	0.560293978053165	NotSig	0.16	0	0	0	0.959	0	0	0	0	0	0	0	0	0
ASV_530	20.802	13.066	0.175734335644225	0.461885820233052	NotSig	0.183	0	0	0.239	0.858	0	0	0	0	0	0	0	0	0
ASV_571	-20.207	11.755	0.0740099699862347	0.363321670841516	NotSig	0	0.121	0	0	0	0	0	0	0.346	0.119	0	0	0.262	0
ASV_577	-20.274	12.134	0.0740099699862347	0.363321670841516	NotSig	0	0.127	0	0	0	0	0	0	0.449	0	0.134	0	0	0.177
ASV_664	-17.595	10.214	0.404656761927286	0.560293978053165	NotSig	0	0.02	0	0	0	0	0	0	0	0.119	0	0	0	0
ASV_678	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_679	-17.414	10.033	0.404656761927286	0.560293978053165	NotSig	0	0.017	0	0	0	0	0	0	0	0	0	0	0.105	0
ASV_688	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_693	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_773	20.802	12.979	0.0740099699862347	0.363321670841516	NotSig	0.183	0	0.185	0	0.807	0	0.104	0	0	0	0	0	0	0
ASV_888	-20.545	12.393	0.175734335644225	0.461885820233052	NotSig	0	0.153	0	0	0	0	0	0	0.38	0	0.538	0	0	0
ASV_912	-20.391	12.201	0.175734335644225	0.461885820233052	NotSig	0	0.137	0	0	0	0	0	0	0	0	0.471	0	0	0.354
ASV_924	-21.088	12.201	0.00962171958575914	0.278795191899557	NotSig	0	0.223	0	0	0	0	0	0	0.069	0.238	0.471	0.403	0.157	0
ASV_988	-21.194	13.374	0.0284406622664748	0.341287947197698	NotSig	0	0.24	0	0	0	0	0	0	0.138	0	0.134	0	0.105	1.062
ASV_1229	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_134	-19.984	12.603	0.404656761927286	0.560293978053165	NotSig	0	0.104	0	0	0	0	0	0	0.622	0	0	0	0	0
ASV_180	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_183	20.53	13.149	0.404656761927286	0.560293978053165	NotSig	0.151	0	0	0	0.908	0	0	0	0	0	0	0	0	0
ASV_189	-19.399	12.018	0.404656761927286	0.560293978053165	NotSig	0	0.069	0	0	0	0	0	0	0.415	0	0	0	0	0
ASV_195	-20.405	12.241	0.0284406622664748	0.341287947197698	NotSig	0	0.139	0	0	0	0	0	0	0.484	0	0.067	0	0.105	0.177
ASV_228	20.53	13.149	0.404656761927286	0.560293978053165	NotSig	0.151	0	0	0	0.908	0	0	0	0	0	0	0	0	0
ASV_230	20.53	13.149	0.404656761927286	0.560293978053165	NotSig	0.151	0	0	0	0.908	0	0	0	0	0	0	0	0	0
ASV_271	-18.82	10.789	0.175734335644225	0.461885820233052	NotSig	0	0.046	0	0	0	0	0	0	0	0	0	0.101	0	0.177
ASV_274	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_294	21.575	14.195	0.404656761927286	0.560293978053165	NotSig	0.312	0	0	0	0	0	1.875	0	0	0	0	0	0	0
ASV_308	-20.235	11.618	0.0284406622664748	0.341287947197698	NotSig	0	0.123	0	0	0	0	0	0	0.173	0.119	0.134	0	0.314	0
ASV_325	-20.276	12.355	0.0740099699862347	0.363321670841516	NotSig	0	0.127	0	0	0	0	0	0	0.104	0	0.134	0	0.524	0
ASV_348	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_369	21.608	13.347	0.0740099699862347	0.363321670841516	NotSig	0.32	0	0.278	0.598	0	0	1.042	0	0	0	0	0	0	0
ASV_493	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_511	21.775	14.394	0.404656761927286	0.560293978053165	NotSig	0.359	0	0	2.153	0	0	0	0	0	0	0	0	0	0
ASV_568	-20.92	12.789	0.0740099699862347	0.363321670841516	NotSig	0	0.198	0	0	0	0	0	0	0.415	0	0.067	0	0	0.708
ASV_687	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_719	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_722	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_750	21.45	13.032	0.0284406622664748	0.341287947197698	NotSig	0.287	0	0.371	0.837	0.252	0.259	0	0	0	0	0	0	0	0
ASV_798	20.53	13.149	0.404656761927286	0.560293978053165	NotSig	0.151	0	0	0	0.908	0	0	0	0	0	0	0	0	0
ASV_820	21.513	13.025	0.0284406622664748	0.341287947197698	NotSig	0.299	0	0.093	0.718	0.151	0	0.833	0	0	0	0	0	0	0
ASV_866	-20.135	11.618	0.0740099699862347	0.363321670841516	NotSig	0	0.115	0	0	0	0	0	0	0.242	0	0.134	0	0.314	0
ASV_874	-19.945	11.84	0.0740099699862347	0.363321670841516	NotSig	0	0.101	0	0	0	0	0	0	0.138	0	0	0.101	0.367	0
ASV_899	-21.139	13.214	0.0740099699862347	0.363321670841516	NotSig	0	0.231	0	0	0	0	0	0	0.069	0.95	0	0	0.367	0
ASV_969	-20.925	12.733	0.0284406622664748	0.341287947197698	NotSig	0	0.199	0	0	0	0	0	0	0.035	0	0	0.302	0.681	0.177
ASV_1018	-20.548	12.374	0.0740099699862347	0.363321670841516	NotSig	0	0.153	0	0	0	0	0	0	0	0	0.336	0	0.052	0.531
ASV_1092	-18.095	9.976	0.175734335644225	0.461885820233052	NotSig	0	0.028	0	0	0	0	0	0	0	0	0.067	0.101	0	0
ASV_1096	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_1155	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1181	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1193	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1210	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1233	-16.414	9.033	0.404656761927286	0.560293978053165	NotSig	0	0.009	0	0	0	0	0	0	0	0	0	0	0.052	0
ASV_255	-20.549	12.94	0.175734335644225	0.461885820233052	NotSig	0	0.153	0	0	0	0	0	0	0	0	0.134	0	0.786	0
ASV_256	-19.438	11.393	0.175734335644225	0.461885820233052	NotSig	0	0.071	0	0	0	0	0	0	0	0	0.269	0	0.157	0
ASV_318	-20.681	13.3	0.404656761927286	0.560293978053165	NotSig	0	0.168	0	0	0	0	0	0	0	0	1.009	0	0	0
ASV_352	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_380	20.447	13.066	0.404656761927286	0.560293978053165	NotSig	0.143	0	0	0	0.858	0	0	0	0	0	0	0	0	0
ASV_385	20.84	12.564	0.175734335644225	0.461885820233052	NotSig	0.188	0	0	0	0.605	0	0.521	0	0	0	0	0	0	0
ASV_404	-20.229	11.603	0.0740099699862347	0.363321670841516	NotSig	0	0.123	0	0	0	0	0	0	0.311	0	0.269	0	0.157	0
ASV_424	-20.929	12.978	0.0740099699862347	0.363321670841516	NotSig	0	0.2	0	0	0	0	0	0	0.035	0.356	0.807	0	0	0
ASV_457	-19.138	10.789	0.0740099699862347	0.363321670841516	NotSig	0	0.058	0	0	0	0	0	0	0.035	0	0.134	0	0	0.177
ASV_492	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_540	21.449	14.025	0.175734335644225	0.461885820233052	NotSig	0.286	0	0	0	0.05	0	1.667	0	0	0	0	0	0	0
ASV_570	-19.894	12.241	0.175734335644225	0.461885820233052	NotSig	0	0.097	0	0	0	0	0	0	0.484	0	0	0.101	0	0
ASV_572	-20.018	12.34	0.175734335644225	0.461885820233052	NotSig	0	0.106	0	0	0	0	0	0	0.518	0.119	0	0	0	0
ASV_600	-21.034	13.111	0.175734335644225	0.461885820233052	NotSig	0	0.215	0	0	0	0	0	0	0	0	0.403	0	0	0.885
ASV_623	-20.278	12.618	0.175734335644225	0.461885820233052	NotSig	0	0.127	0	0	0	0	0	0	0	0	0.134	0	0.629	0
ASV_635	-19.17	11.789	0.404656761927286	0.560293978053165	NotSig	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0.354
ASV_689	-16.774	9.393	0.404656761927286	0.560293978053165	NotSig	0	0.011	0	0	0	0	0	0	0	0	0.067	0	0	0
ASV_699	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_713	-16.774	9.393	0.404656761927286	0.560293978053165	NotSig	0	0.011	0	0	0	0	0	0	0	0	0.067	0	0	0
ASV_747	21.692	14.312	0.404656761927286	0.560293978053165	NotSig	0.339	0	0	2.033	0	0	0	0	0	0	0	0	0	0
ASV_760	21.021	12.178	0.0740099699862347	0.363321670841516	NotSig	0.213	0	0.463	0.359	0.454	0	0	0	0	0	0	0	0	0
ASV_763	20.447	13.066	0.404656761927286	0.560293978053165	NotSig	0.143	0	0	0	0.858	0	0	0	0	0	0	0	0	0
ASV_768	20.447	13.066	0.404656761927286	0.560293978053165	NotSig	0.143	0	0	0	0.858	0	0	0	0	0	0	0	0	0
ASV_771	20.447	13.066	0.404656761927286	0.560293978053165	NotSig	0.143	0	0	0	0.858	0	0	0	0	0	0	0	0	0
ASV_849	-19.98	11.433	0.0740099699862347	0.363321670841516	NotSig	0	0.103	0	0	0	0	0	0	0.277	0	0.134	0	0.21	0
ASV_857	-18.975	11.241	0.175734335644225	0.461885820233052	NotSig	0	0.052	0	0	0	0	0	0	0.242	0	0.067	0	0	0
ASV_862	-20.109	12.134	0.0740099699862347	0.363321670841516	NotSig	0	0.113	0	0	0	0	0	0	0.449	0	0	0	0.052	0.177
ASV_869	-18.12	10.018	0.175734335644225	0.461885820233052	NotSig	0	0.028	0	0	0	0	0	0	0.104	0	0.067	0	0	0
ASV_958	-20.903	12.492	0.0284406622664748	0.341287947197698	NotSig	0	0.196	0	0	0	0	0	0	0	0.356	0.067	0	0.576	0.177
ASV_971	-19.515	11.618	0.0740099699862347	0.363321670841516	NotSig	0	0.075	0	0	0	0	0	0	0.035	0	0	0.101	0.314	0
ASV_999	-20.906	13.111	0.0740099699862347	0.363321670841516	NotSig	0	0.197	0	0	0	0	0	0	0.242	0	0	0	0.052	0.885
ASV_1070	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1117	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1187	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1232	-18.359	10.978	0.404656761927286	0.560293978053165	NotSig	0	0.034	0	0	0	0	0	0	0	0	0.202	0	0	0
ASV_181	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_200	-21.357	13.976	0.404656761927286	0.560293978053165	NotSig	0	0.269	0	0	0	0	0	0	0	0	0	1.611	0	0
ASV_261	-21.825	14.374	0.175734335644225	0.461885820233052	NotSig	0	0.371	0	0	0	0	0	0	0	0	0	0	0.105	2.124
ASV_300	-19.674	12.134	0.175734335644225	0.461885820233052	NotSig	0	0.084	0	0	0	0	0	0	0.449	0	0	0	0.052	0
ASV_306	-19.814	12.433	0.404656761927286	0.560293978053165	NotSig	0	0.092	0	0	0	0	0	0	0.553	0	0	0	0	0
ASV_309	-20.344	12.214	0.0284406622664748	0.341287947197698	NotSig	0	0.133	0	0	0	0	0	0	0.069	0.475	0.202	0	0.052	0
ASV_334	-20.089	12.374	0.175734335644225	0.461885820233052	NotSig	0	0.112	0	0	0	0	0	0	0.138	0	0	0	0	0.531
ASV_351	17.406	10.025	0.404656761927286	0.560293978053165	NotSig	0.017	0	0	0	0	0	0.104	0	0	0	0	0	0	0
ASV_407	-19.809	12.241	0.175734335644225	0.461885820233052	NotSig	0	0.092	0	0	0	0	0	0	0.484	0	0.067	0	0	0
ASV_446	-20.414	13.033	0.404656761927286	0.560293978053165	NotSig	0	0.14	0	0	0	0	0	0	0	0	0	0	0.838	0
ASV_450	-21.091	13.374	0.0740099699862347	0.363321670841516	NotSig	0	0.223	0	0	0	0	0	0	0.069	0	0	0	0.21	1.062
ASV_501	21.184	13.394	0.175734335644225	0.461885820233052	NotSig	0.238	0	0	1.077	0.353	0	0	0	0	0	0	0	0	0
ASV_512	20.36	12.979	0.404656761927286	0.560293978053165	NotSig	0.135	0	0	0	0.807	0	0	0	0	0	0	0	0	0
ASV_564	-19.814	12.433	0.404656761927286	0.560293978053165	NotSig	0	0.092	0	0	0	0	0	0	0.553	0	0	0	0	0
ASV_587	-20.796	12.561	0.0740099699862347	0.363321670841516	NotSig	0	0.182	0	0	0	0	0	0	0.311	0	0	0.604	0	0.177
ASV_626	-20.414	13.033	0.404656761927286	0.560293978053165	NotSig	0	0.14	0	0	0	0	0	0	0	0	0	0	0.838	0
ASV_666	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_669	-19.664	11.393	0.0740099699862347	0.363321670841516	NotSig	0	0.083	0	0	0	0	0	0	0	0	0.269	0	0.052	0.177
ASV_684	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_731	21.414	12.856	0.0740099699862347	0.363321670841516	NotSig	0.279	0	0.741	0	0	0.518	0.417	0	0	0	0	0	0	0
ASV_737	21.063	12.663	0.0284406622664748	0.341287947197698	NotSig	0.219	0	0.649	0	0.303	0.259	0.104	0	0	0	0	0	0	0
ASV_769	20.36	12.979	0.404656761927286	0.560293978053165	NotSig	0.135	0	0	0	0.807	0	0	0	0	0	0	0	0	0
ASV_812	21.406	14.025	0.404656761927286	0.560293978053165	NotSig	0.278	0	0	0	0	0	1.667	0	0	0	0	0	0	0
ASV_838	-19.954	11.893	0.0740099699862347	0.363321670841516	NotSig	0	0.102	0	0	0	0	0	0	0.38	0	0	0	0.052	0.177
ASV_848	-19.822	11.618	0.175734335644225	0.461885820233052	NotSig	0	0.093	0	0	0	0	0	0	0.242	0	0	0	0.314	0
ASV_870	-20.727	12.799	0.0740099699862347	0.363321670841516	NotSig	0	0.174	0	0	0	0	0	0	0.277	0.713	0	0	0.052	0
ASV_885	-20.188	11.799	0.0284406622664748	0.341287947197698	NotSig	0	0.119	0	0	0	0	0	0	0.207	0.356	0	0.101	0.052	0
ASV_1040	-18.513	10.618	0.175734335644225	0.461885820233052	NotSig	0	0.037	0	0	0	0	0	0	0	0	0.067	0	0.157	0
ASV_1065	-19.153	10.789	0.175734335644225	0.461885820233052	NotSig	0	0.058	0	0	0	0	0	0	0.173	0	0	0	0	0.177
ASV_1118	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1165	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_148	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_153	-19.936	12.018	0.0740099699862347	0.363321670841516	NotSig	0	0.1	0	0	0	0	0	0	0.415	0	0.134	0	0.052	0
ASV_212	-16.774	9.393	0.404656761927286	0.560293978053165	NotSig	0	0.011	0	0	0	0	0	0	0	0	0.067	0	0	0
ASV_311	-21.39	13.914	0.175734335644225	0.461885820233052	NotSig	0	0.275	0	0	0	0	0	0	0	1.544	0	0	0.105	0
ASV_364	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_384	20.267	12.886	0.404656761927286	0.560293978053165	NotSig	0.126	0	0	0	0.757	0	0	0	0	0	0	0	0	0
ASV_411	-20.092	11.214	0.00962171958575914	0.278795191899557	NotSig	0	0.112	0	0	0	0	0	0	0.069	0.238	0.134	0	0.052	0.177
ASV_430	-21.502	14.121	0.404656761927286	0.560293978053165	NotSig	0	0.297	0	0	0	0	0	0	0	1.781	0	0	0	0
ASV_472	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_484	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_499	21.215	12.856	0.0284406622664748	0.341287947197698	NotSig	0.243	0	0.741	0.359	0.101	0.259	0	0	0	0	0	0	0	0
ASV_506	21.376	13.224	0.0740099699862347	0.363321670841516	NotSig	0.272	0	0	0.957	0.05	0	0.625	0	0	0	0	0	0	0
ASV_519	20.267	12.886	0.404656761927286	0.560293978053165	NotSig	0.126	0	0	0	0.757	0	0	0	0	0	0	0	0	0
ASV_539	21.368	13.484	0.175734335644225	0.461885820233052	NotSig	0.271	0	0	0.478	0	0	1.146	0	0	0	0	0	0	0
ASV_562	-19.674	11.355	0.0740099699862347	0.363321670841516	NotSig	0	0.084	0	0	0	0	0	0	0.173	0	0.067	0	0.262	0
ASV_574	-20.315	11.393	0.00962171958575914	0.278795191899557	NotSig	0	0.13	0	0	0	0	0	0	0.242	0.119	0.269	0.101	0.052	0
ASV_598	-20.615	12.853	0.0740099699862347	0.363321670841516	NotSig	0	0.161	0	0	0	0	0	0	0	0.119	0.74	0	0.105	0
ASV_613	-20.986	13.435	0.175734335644225	0.461885820233052	NotSig	0	0.208	0	0	0	0	0	0	0.138	0	0	1.108	0	0
ASV_663	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_676	-19.17	11.789	0.404656761927286	0.560293978053165	NotSig	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0.354
ASV_735	21.144	13.763	0.404656761927286	0.560293978053165	NotSig	0.232	0	1.39	0	0	0	0	0	0	0	0	0	0	0
ASV_757	21.422	13.224	0.175734335644225	0.461885820233052	NotSig	0.281	0	0	0.957	0	0	0.729	0	0	0	0	0	0	0
ASV_797	20.267	12.886	0.404656761927286	0.560293978053165	NotSig	0.126	0	0	0	0.757	0	0	0	0	0	0	0	0	0
ASV_833	22.866	15.485	0.404656761927286	0.560293978053165	NotSig	0.765	0	0	0	0	0	0	4.587	0	0	0	0	0	0
ASV_875	-20.566	12.853	0.0740099699862347	0.363321670841516	NotSig	0	0.155	0	0	0	0	0	0	0.035	0	0.74	0	0.157	0
ASV_884	-20.668	11.214	0.00277843011009903	0.235769640771261	NotSig	0	0.167	0	0	0	0	0	0	0.207	0.238	0.067	0.101	0.21	0.177
ASV_925	-20.275	11.618	0.00962171958575914	0.278795191899557	NotSig	0	0.127	0	0	0	0	0	0	0.035	0	0.134	0.101	0.314	0.177
ASV_929	-19.864	12.298	0.175734335644225	0.461885820233052	NotSig	0	0.095	0	0	0	0	0	0	0.069	0	0	0.504	0	0
ASV_939	-20.114	12.733	0.404656761927286	0.560293978053165	NotSig	0	0.113	0	0	0	0	0	0	0	0	0	0	0.681	0
ASV_962	-19.945	11.433	0.0740099699862347	0.363321670841516	NotSig	0	0.101	0	0	0	0	0	0	0.277	0	0.067	0	0.262	0
ASV_1218	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_205	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_250	-21.343	13.914	0.175734335644225	0.461885820233052	NotSig	0	0.266	0	0	0	0	0	0	0	1.544	0	0	0.052	0
ASV_252	-20.256	11.715	0.0284406622664748	0.341287947197698	NotSig	0	0.125	0	0	0	0	0	0	0.035	0.119	0.336	0	0.262	0
ASV_287	21.412	14.032	0.404656761927286	0.560293978053165	NotSig	0.279	0	0	1.675	0	0	0	0	0	0	0	0	0	0
ASV_290	21.527	14.146	0.404656761927286	0.560293978053165	NotSig	0.302	0	0	0	0	1.813	0	0	0	0	0	0	0	0
ASV_297	-19.621	12.241	0.404656761927286	0.560293978053165	NotSig	0	0.081	0	0	0	0	0	0	0.484	0	0	0	0	0
ASV_381	20.167	12.786	0.404656761927286	0.560293978053165	NotSig	0.118	0	0	0	0.706	0	0	0	0	0	0	0	0	0
ASV_436	-20.582	13.201	0.404656761927286	0.560293978053165	NotSig	0	0.157	0	0	0	0	0	0	0	0	0.941	0	0	0
ASV_459	-17.399	10.018	0.404656761927286	0.560293978053165	NotSig	0	0.017	0	0	0	0	0	0	0.104	0	0	0	0	0
ASV_531	20.167	12.786	0.404656761927286	0.560293978053165	NotSig	0.118	0	0	0	0.706	0	0	0	0	0	0	0	0	0
ASV_544	22.287	14.578	0.175734335644225	0.461885820233052	NotSig	0.512	0	0	0	0	0	0.625	2.446	0	0	0	0	0	0
ASV_556	-19.621	12.241	0.404656761927286	0.560293978053165	NotSig	0	0.081	0	0	0	0	0	0	0.484	0	0	0	0	0
ASV_560	-20.034	12.018	0.0740099699862347	0.363321670841516	NotSig	0	0.107	0	0	0	0	0	0	0.415	0	0	0	0.052	0.177
ASV_581	-20.394	11.715	0.0284406622664748	0.341287947197698	NotSig	0	0.138	0	0	0	0	0	0	0.104	0	0.336	0	0.21	0.177
ASV_605	-20.582	13.201	0.404656761927286	0.560293978053165	NotSig	0	0.157	0	0	0	0	0	0	0	0	0.941	0	0	0
ASV_625	-19.736	12.355	0.404656761927286	0.560293978053165	NotSig	0	0.087	0	0	0	0	0	0	0	0	0	0	0.524	0
ASV_670	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_680	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_695	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_696	-16.774	9.393	0.404656761927286	0.560293978053165	NotSig	0	0.011	0	0	0	0	0	0	0	0	0.067	0	0	0
ASV_703	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_709	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_712	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_714	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_775	20.765	12.025	0.0284406622664748	0.341287947197698	NotSig	0.178	0	0	0.12	0.404	0.13	0.417	0	0	0	0	0	0	0
ASV_835	-20.03	11.755	0.0284406622664748	0.341287947197698	NotSig	0	0.107	0	0	0	0	0	0	0.346	0	0.067	0	0.052	0.177
ASV_845	-19.873	11.241	0.0740099699862347	0.363321670841516	NotSig	0	0.096	0	0	0	0	0	0	0.242	0	0	0	0.157	0.177
ASV_855	-18.136	10.755	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0.173	0	0	0	0	0
ASV_864	-20.214	11.789	0.0284406622664748	0.341287947197698	NotSig	0	0.122	0	0	0	0	0	0	0.069	0	0.202	0	0.105	0.354
ASV_892	-20.939	12.536	0.0740099699862347	0.363321670841516	NotSig	0	0.201	0	0	0	0	0	0	0	0.594	0	0.403	0.21	0
ASV_932	-19.968	11.241	0.0284406622664748	0.341287947197698	NotSig	0	0.103	0	0	0	0	0	0	0.242	0	0.067	0.201	0.105	0
ASV_961	-19.675	11.618	0.0740099699862347	0.363321670841516	NotSig	0	0.084	0	0	0	0	0	0	0.069	0.119	0	0	0.314	0
ASV_1012	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1049	-18.414	11.033	0.404656761927286	0.560293978053165	NotSig	0	0.035	0	0	0	0	0	0	0	0	0	0	0.21	0
ASV_1074	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1104	-18.111	9.976	0.175734335644225	0.461885820233052	NotSig	0	0.028	0	0	0	0	0	0	0.069	0	0	0.101	0	0
ASV_1106	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1136	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1175	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1228	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
