genus	family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
JBBQSN01	JBBQSN01	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria								0.0083333333333333				
JBBQSU01	Tepidisphaeraceae	Tepidisphaerales	Phycisphaerae	Planctomycetota	Bacteria											0.0039370078740157	
JBBQTU01	Tepidisphaeraceae	Tepidisphaerales	Phycisphaerae	Planctomycetota	Bacteria											0.0039370078740157	
JBBQVS01	Ktedonobacteraceae	Ktedonobacterales	Ktedonobacteria	Chloroflexota	Bacteria											0.0039370078740157	
JBBQVZ01	HRBIN12	UBA4738	UBA4738	Actinomycetota	Bacteria										0.0080000000000001		
JBBRCC01	Flexibacteraceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JBBRDU01	UBA10450	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria							0.0227272727272727				0.0039370078740157	
JBBRLG01	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Bacteria										0.0039999999999911		
JBBRMW01	UBA2796	Aggregatilineales	Anaerolineae	Chloroflexota	Bacteria											0.0039370078740157	
JBBROJ01	CAJBBX01	Chthonomonadales	Chthonomonadetes	Armatimonadota	Bacteria									0.0196078431372549			
JBBRQG01	Tepidisphaeraceae	Tepidisphaerales	Phycisphaerae	Planctomycetota	Bacteria			0.0026737967914438									
JBBRTJ01	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBBRVP01	Jiangellaceae	Jiangellales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
JBBRWD01	JBBRWD01	Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0647879388001692	0.0273518259199079	0.0374331550802139	0.6930453330887603		0.102306297907762	0.1363636363636363	0.0166666666666666	0.0974723173358534			0.023270719474077
JBBRXZ01	UBA4665	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBBRYB01	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBBRYW01	Gaiellaceae	Gaiellales	Thermoleophilia	Actinomycetota	Bacteria											0.0039370078740157	
JBBSBY01	Desulfomonilaceae	Desulfomonilales	Desulfomonilia	Desulfobacterota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JBBSDV01	JACRBR01	DSTF01	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
JBBSEX01	Bryobacteraceae	Bryobacterales	Terriglobia	Acidobacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBBSGY01	JBBSGY01	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBBSHO01	Gaiellaceae	Gaiellales	Thermoleophilia	Actinomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBBSMX01	JANQRZ01	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JBBSNV01	JAQSWP01	Reyranellales	Alphaproteobacteria	Pseudomonadota	Bacteria										0.0120000000000001		
JBBTGK01	JACMQJ01	UBA7694	Sericytochromatia	Cyanobacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBBTQN01	2-01-FULL-39-33	2-01-FULL-39-33	Patescibacteriia	Patescibacteriota	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
JBBTQT01	UBA922	Magasanikbacterales	Patescibacteriia	Patescibacteriota	Bacteria										0.0039999999999988		
JBBTQZ01	W02-35-19	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
JBBTRF01	JBBTRF01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria	0.0131578947368421	0.0027855153203342										
JBBTSB01	IGHO2-01-FULL-4-A	2-02-FULL-40-12	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JBBTSQ01	JBAYGS01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria												0.0188679245283018
JBBTSY01	GWA2-44-9	2-02-FULL-40-12	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JBBTUA01	2-02-FULL-40-12	2-02-FULL-40-12	Minisyncoccia	Patescibacteriota	Bacteria		0.0027855153203342										
JBBTUF01	GWA2-47-10b	Ryanbacterales	Minisyncoccia	Patescibacteriota	Bacteria										0.0039999999999998		
JBBTUN01	GWA2-41-24	Curtissbacterales	Microgenomatia	Patescibacteriota	Bacteria									0.0196078431372549			
JBBTVI01	HO2-52-23	Sungbacterales	Minisyncoccia	Patescibacteriota	Bacteria								0.0171894081359785				
JBBTVO01	UBA12049	Levybacterales	Microgenomatia	Patescibacteriota	Bacteria		0.0083565459610027										
JBBTXB01	JBBTXB01	JBBTXB01	Patescibacteriia	Patescibacteriota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JBBTXS01	UBA12049	Levybacterales	Microgenomatia	Patescibacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBBTXT01	GWA2-44-9	2-02-FULL-40-12	Minisyncoccia	Patescibacteriota	Bacteria								0.0083333333333333				
JBBTZE01	UBA8517	GWA2-44-7	Microgenomatia	Patescibacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JBBTZV01	UBA9933	UBA6257	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
JBBUAM01	2-01-FULL-56-20	UBA6257	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JBBUCQ01	UM-FILTER-53-11	UBA1369	Gracilibacteria	Patescibacteriota	Bacteria									0.0196078431372549			
JBCAWW01	J057	J057	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549	0.0080000011575063	0.0039370078740157	0.0188710888910094
JBCBKL01	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407				0.0040000001258077	0.043307263128224395	0.0201093946616221
JBCBKZ01	J057	J057	Bacteroidia	Bacteroidota	Bacteria												0.0094339622641509
JBCBLB01	UBA796	UBA796	UBA796	Myxococcota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBCBRR01	Amoebophilaceae	Cytophagales_A	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
JBCBSZ01	Poriferisodalaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBCBUE01	Phycisphaeraceae	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria										0.0080000000000001		
JBCBXA01	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0080213903743315	0.0017035775127768	0.0113636363636363							
JBCBZH01	Rubricoccaceae	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria										0.004		
JBCBZT01	Phormidesmidaceae	Phormidesmidales	Cyanobacteriia	Cyanobacteriota	Bacteria											0.0039370078740157	
JBCCCJ01	J057	J057	Bacteroidia	Bacteroidota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBCCCO01	Methyloligellaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JBCCDD01	UBA1924	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria									0.0196078431372549			
JBCCFK01	UBA8592	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
JBCCFX01	SM1A02	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria									0.0196078431372549			
JBCCGG01	JAKSDN01	Kiloniellales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
JBCCIA01	Leptospiraceae	Leptospirales	Leptospiria	Spirochaetota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JBCCRV01	SG8-38	Polyangiales	Polyangia	Myxococcota	Bacteria										0.004		
JBCCSZ01	Saprospiraceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
JBCCUO01	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	Bacteria											0.0039370078740157	
JBCCVK01	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria						0.0021321961620469						
JBCDCE01	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333				
JBCDHE01	UBA1924	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria										0.0080000000000001		
JBCFBK01	Prolixibacteraceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBCLLY01	GWA1-39-11	Levybacterales	Microgenomatia	Patescibacteriota	Bacteria									0.0196078431372549			
JBCNVI01	JAJRUZ01	Hydrothermales	Hydrothermia	WOR-3	Bacteria											0.0118110236220472	0.0094339622641509
JBDGYE01	Palauibacteraceae	Palauibacterales	Gemmatimonadetes	Gemmatimonadota	Bacteria									0.0196078431372549			
JBDGYW01	GWC2-71-9	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria									0.0196078431372549			
JBDHAC01	Palauibacteraceae	Palauibacterales	Gemmatimonadetes	Gemmatimonadota	Bacteria			0.0026737967914438					0.0083333333333333				
JBDHCH01	UBA6960	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria									0.0196078431372549			
JBDHCV01	UBA6960	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria											0.0039370078740157	
JBDHDY01	GWC2-71-9	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria								0.0083333333333333				
JBDHGH01	KS3-K002	Palauibacterales	Gemmatimonadetes	Gemmatimonadota	Bacteria									0.0392156862745098			
JBDHHQ01	UBA6960	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria		0.1030640668523676	0.016042780748663	0.0545144804088586	0.1022727272727272	0.1108742004264392				0.012		
JBDHKE01	UBA6960	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria									0.0196078431372549			
JBDHTH01	JBDHTH01	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
JBDHUR01	UBA9973	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria		0.0055702105166283	0.0909090909090909	0.0017035775127768	0.0454545454545454	0.0127589385745555				0.024	0.0078740157480314	
JBDIAG01	GCA-002748415	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
JBDKLC01	JBDKLC01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria	0.006578947368421											
JBDKSP01	DTLH01	UBA5829	UBA5829	Armatimonadota	Bacteria										0.0080000000000001		
JBDKTH01	Thermoguttaceae	Pirellulales	Planctomycetia	Planctomycetota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
JBDKTO01	JAAYSF01	JAAYSF01	Negativicutes	Bacillota	Bacteria											0.0039370078740157	
JBDKUD01	Syntrophomonadaceae	Syntrophomonadales	Syntrophomonadia	Bacillota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JBDLIK01	DASRUS01	UBA9160	UBA9160	Myxococcota_A	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JBDLJO01	UBA11858	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBDNBY01	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBDRUH01	UBA2258	UBA2258	WOR-3	WOR-3	Bacteria											0.0118110236220472	0.0094339622641509
JBDRUN01	UBA2258	UBA2258	WOR-3	WOR-3	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBDRVQ01	JBDRVQ01	UBA2258	WOR-3	WOR-3	Bacteria								0.0083333333333333				
JBDRYB01	JBDRYB01	JBDRYB01	Hydrothermia	WOR-3	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.0392156862745098	0.0040000001258077	0.0354330708661417	
JBDSBL01	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
JBDSFL01	UBA5066	UBA5066	Thermoanaerobaculia	Acidobacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
JBDSLH01	UBA5946	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria									0.0196078431372549			
JBDTAI01	JADMIN01	Ktedonobacterales	Ktedonobacteria	Chloroflexota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
JBDTDV01	Microbacteriaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
JBDTGB01	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
JBDTJP01	JBDTJP01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria						0.0021321961620469						
JBDTMC01	Bryobacteraceae	Bryobacterales	Terriglobia	Acidobacteriota	Bacteria									0.0588235294117647			
JBDTRY01	Gp7-AA8	Gp7-AA8	Thermoanaerobaculia	Acidobacteriota	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
JBDTSW01	70-9	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
JBDTYT01	HRBIN12	UBA4738	UBA4738	Actinomycetota	Bacteria		0.0027855153203342										
JBDUDH01	UBA10450	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria									0.0196078431372549			
JBDVPM01	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Bacteria										0.004		
JBEBFT01	Peribacteraceae	Peribacterales	Gracilibacteria	Patescibacteriota	Bacteria									0.0196078431372549			
JBECKQ01	UBA1845	UBA1845	Phycisphaerae	Planctomycetota	Bacteria										0.0080000000000001		
JBECKU01	UBA6898	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria											0.0039370078740157	
JBECKW01	JAFDDL01	Desulfobacterales	Desulfobacteria	Desulfobacterota	Bacteria	0.0066739690212975	0.0169574479650893	0.0187165775401069	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049		0.024003666716230002	0.0472442710022401	0.0201093946616221
JBECKY01	UBA3067	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBEGTT01	Rhodocyclaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
JBEIDZ01	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria										0.004		
JBEIOV01	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333				
JBEIQK01	UBA2385	UBA796	UBA796	Myxococcota	Bacteria											0.0039370078740157	
JBEISR01	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBEIVK01	UBA2385	UBA796	UBA796	Myxococcota	Bacteria				0.0017035775127768			0.0227272727272727					
JBEPTK01	JAJUGE01	JAJUGE01	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBEPZA01	Aquificaceae	Aquificales	Aquificia	Aquificota	Bacteria									0.0196078431372549			
JBESAV01	GCA-2718715	UBA1369	Gracilibacteria	Patescibacteriota	Bacteria	0.0601171437084863	0.0027855153203345		0.0017035775127768			0.0227272727272727					0.0418103726405409
JBEVJO01	TH1-2	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
JBFFCR01	JAAYZQ01	JAAYZQ01	Anaerolineae	Chloroflexota	Bacteria											0.0118110236220472	0.0094339622641509
JBFFDV01	B3-Chlor	UBA7937	Anaerolineae	Chloroflexota	Bacteria			0.0026737967914438									
JBFFHS01	JBFFHS01	JBFFHS01	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0027855153203342		0.0051107325383304							0.0039370078740157	
JBFFZF01	RSA9	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria								0.0166669953768868		0.008	0.0039370078740157	
JBFGDW01	SMYD01	SMYD01	Polarisedimenticolia	Acidobacteriota	Bacteria								0.0166666666666666				0.0188679245283018
JBFGFG01	Nitriliruptoraceae	Nitriliruptorales	Nitriliruptoria	Actinomycetota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
JBFGJH01	JAENVV01	UBA5794	Acidimicrobiia	Actinomycetota	Bacteria											0.0039370078740157	
JBFGJY01	UBA4575	UBA4575	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
JBFGRR01	ZC4RG35	UBA5794	Acidimicrobiia	Actinomycetota	Bacteria	0.019831863758139598	0.0027855153203342		0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBFGWM01	JBFGWM01	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria						0.0042643923240938						
JBFGYD01	SZUA-38	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBFGZE01	Bacteriovoracaceae	Bacteriovoracales	Bacteriovoracia	Bdellovibrionota	Bacteria										0.0080000000000001		
JBFHRB01	JAHWKY01	Nitriliruptorales	Nitriliruptoria	Actinomycetota	Bacteria									0.0196078431372549			
JBFHRE01	ZC4RG35	UBA5794	Acidimicrobiia	Actinomycetota	Bacteria									0.0196078431372549			
JBFHRI01	Oleiphilaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria											0.0118110236220472	0.0094339622641509
JBFHRT01	Spongiibacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
JBFHWX01	BM004	Desulfobulbales	Desulfobulbia	Desulfobacterota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBFHXN01	JBFHXN01	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria											0.0039370078740157	
JBFIIN01	Oceanococcaceae	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
JBFISM01	UBA5794	UBA5794	Acidimicrobiia	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBFIUJ01	GWC2-71-9	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria									0.0196078431372549			
JBFJKD01	Porticoccaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria												0.0094339622641509
JBFJNS01	UBA9968	UBA9968	Binatia	Desulfobacterota_B	Bacteria										0.004		
JBFJVD01	E44-bin32	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria		0.0027855153203342							0.0588235294117647		0.0039370078740157	
JBFJWR01	JBFGWM01	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria												0.0094339622641509
JBFJXC01	JBFJXC01	Oligosphaerales	Lentisphaeria	Verrucomicrobiota	Bacteria						0.0042643923240938						
JBFJZV01	JAOTWH01	UBA5794	Acidimicrobiia	Actinomycetota	Bacteria								0.0083333333333333	0.0196078431372549		0.0118110236220472	0.0094339622641509
JBFKKS01	CAJXLF01	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363				0.0196078431372549	0.008		
JBFKOE01	QQUJ01	QQUJ01	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
JBFKOL01	Saprospiraceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
JBFKUL01	SG8-39	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0784313725490196			
JBFLVU01	DSQY01	UBA4820	UBA4820	Acidobacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JBFLXN01	JBFLXN01	JBFLXN01	AC1	Edwardsbacteria	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBFLZS01	SM23-35	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria						0.0021321961620469						
JBFLZX01	JBFLZX01	JABMPQ01	JABMPQ01	Patescibacteriota	Bacteria											0.0039370078740157	
JBFMAI01	Fen-1342	UBA1845	Phycisphaerae	Planctomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBFMAJ01	JACQCE01	JACQCE01	Nitrospiria	Nitrospirota	Bacteria											0.0118110236220472	0.0094339622641509
JBFMCT01	AC-14	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria			0.0026737967914438									
JBFMDD01	SBAY01	CG2-30-40-21	CG2-30-40-21	UBA9089	Bacteria									0.0196078431372549			
JBFMDN01	Desulfomonilaceae	Desulfomonilales	Desulfomonilia	Desulfobacterota	Bacteria									0.0196078431372549			
JBFMDX01	Desulfosudaceae	Desulfobacterales	Desulfobacteria	Desulfobacterota	Bacteria												0.0094339622641509
JBFMFH01	JAKQTR01	Vicinamibacterales	Vicinamibacteria	Acidobacteriota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JBFMGR01	Brennerbacteraceae	UBA6257	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
JBFMGS01	UBA4971	UBA4971	SHA-98	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBFMGU01	JACRCW01	JACRCW01	JACRCW01	Myxococcota	Bacteria											0.0039370078740157	
JBFMHM01	JBFMHM01	Gygaellales	Koll11	Omnitrophota	Bacteria											0.0039370078740157	
JBGFSK01	Dermatophilaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBGLNM01	JBGLNM01	Desulfobacterales	Desulfobacteria	Desulfobacterota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBGOWS01	SM23-35	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria											0.0118110236220472	0.0188679245283018
JBGPFS01	CSP1-4	Limnocylindrales	Limnocylindria	Chloroflexota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBGPML01	DASWYB01	2-12-FULL-50-11	UBA1384	Patescibacteriota	Bacteria									0.0196078431372549			
JBGPNP01	Gaiellaceae	Gaiellales	Thermoleophilia	Actinomycetota	Bacteria												0.0094339622641509
JBGPOS01	Tepidiformaceae	Tepidiformales	Dehalococcoidia	Chloroflexota	Bacteria							0.0227272727272727				0.0157480314960629	0.0094339622641509
JBGPTH01	NS-4	Nitrospirales	Nitrospiria	Nitrospirota	Bacteria		0.0028390298344205	0.0160427807486631			0.0042643923240938				0.0040000001258077	0.0354330708661417	
JBGPTK01	UBA7541	Acidiferrales	Terriglobia	Acidobacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0196850393700786	0.0094339622641509
JBGPUE01	Binataceae	Binatales	Binatia	Desulfobacterota_B	Bacteria									0.0196078431372549			
JBGPYM01	UBA6906	UBA10030	UBA10030	Bacteroidota_A	Bacteria											0.0039370078740157	
JBGQDJ01	Geobacteraceae	Geobacterales	Desulfuromonadia	Desulfobacterota	Bacteria											0.0039370078740157	
JBGQHO01	UBA7541	Acidiferrales	Terriglobia	Acidobacteriota	Bacteria									0.0196078431372549			
JBGQKZ01	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
JBGQLC01	2-01-FULL-56-20	UBA6257	Minisyncoccia	Patescibacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBGSIJ01	Fimbriimonadaceae	Fimbriimonadales	Fimbriimonadia	Armatimonadota	Bacteria										0.0080000000000001		
JBGSLA01	0-14-0-80-60-11	Desulfobaccales	Desulfobaccia	Desulfobacterota	Bacteria										0.0160000000000002		
JBGSMB01	JAGQMS01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria											0.0118110236220472	0.0094339622641509
JBGSNS01	UBA2361	UBA2361	UBA2361	Bdellovibrionota_B	Bacteria												0.0188679245283018
JBGSQR01	Pseudopelobacteraceae	Geobacterales	Desulfuromonadia	Desulfobacterota	Bacteria						0.0556038543883771						
JBGSSG01	Anaerohalosphaeraceae	Sedimentisphaerales	Phycisphaerae	Planctomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBGSTW01	J057	J057	Bacteroidia	Bacteroidota	Bacteria											0.0039370078740157	
JBGSWL01	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0118110236220472	0.0094339622641509
