family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
JAUYCX01	JAUYCX01	Koll11	Omnitrophota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JAUYDJ01	Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria											0.0039370078740157	
JAUYGZ01	JAUYGZ01	Gracilibacteria	Patescibacteriota	Bacteria										0.004		
JAVBOY01	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria			0.0080213903743315			0.0063965884861407					0.0039370078740157	
JAVEEJ01	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria									0.0392156862745098			
JAVHQB01	UBA6257	Minisyncoccia	Patescibacteriota	Bacteria											0.0039370078740157	
JAVJRE01	JAVJRE01	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
JAWKJK01	S36-B12	Actinomycetes	Actinomycetota	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
JAWKNZ01	Oligoflexales	Oligoflexia	Bdellovibrionota_B	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JAWLGC01	Desulfovibrionales	Desulfovibrionia	Desulfobacterota_I	Bacteria											0.0039370078740157	
JAWSUQ01	JAWSUQ01	JAWSUQ01	Bacillota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
JAXHNE01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JAXHNJ01	JAXHNJ01	Patescibacteriia	Patescibacteriota	Bacteria		0.0027855153203342										
JAYEID01	JAUXAW01	WWE3	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JAYEIY01	UBA2565	Lentisphaeria	Verrucomicrobiota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JAYNIM01	GCA-2716485	Marinamargulisbacteria	Margulisbacteria	Bacteria									0.0196078431372549			
JAYYZZ01	Poriferisulfidales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.0039370078740157	
JAZFTZ01	JAZFTZ01	JAZFTZ01	JAZFTZ01	Bacteria									0.0196078431372549			
JAZKJC01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.0039370078740157	
JBAXAB01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
JBAXGH01	JBAXGH01	Patescibacteriia	Patescibacteriota	Bacteria											0.0039370078740157	
JBAXOJ01	JBAXOJ01	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBAXTZ01	JBAXTZ01	Negativicutes	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JBAYGS01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria												0.0188679245283018
JBAYJR01	2-01-FULL-39-33	Patescibacteriia	Patescibacteriota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBAZBY01	JBAZBY01	Patescibacteriia	Patescibacteriota	Bacteria									0.0196078431372549			
JBAZKV01	JAKLHX01	WOR-1	Margulisbacteria	Bacteria										0.0039999999999988		
JBAZXJ01	JBAZXJ01	JBAZXJ01	Margulisbacteria	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBBAAG01	JBBAAG01	UBA5214	Elusimicrobiota	Bacteria											0.0118110236220472	0.0094339622641509
JBBAYJ01	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBBDKB01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
JBBIMS01	JBFLYD01	Aminicenantia	Acidobacteriota	Bacteria									0.0196078431372549			
JBBIOC01	Gorgyraeales	Koll11	Omnitrophota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JBBIRW01	JBBIRW01	JBBIRW01	Desulfobacterota	Bacteria									0.0196078431372549			
JBBQSN01	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria								0.0083333333333333				
JBBRWD01	Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0647879388001692	0.0273518259199079	0.0374331550802139	0.6930453330887603		0.102306297907762	0.1363636363636363	0.0166666666666666	0.0974723173358534			0.023270719474077
JBBSGY01	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JBBTRF01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria	0.0131578947368421	0.0027855153203342										
JBBTXB01	JBBTXB01	Patescibacteriia	Patescibacteriota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JBCCEF01	Multivoradales	Thermoanaerobaculia	Acidobacteriota	Bacteria							0.0227272727272727				0.0039370078740157	
JBDHTH01	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
JBDKLC01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria	0.006578947368421											
JBDRVQ01	UBA2258	WOR-3	WOR-3	Bacteria								0.0083333333333333				
JBDRYB01	JBDRYB01	Hydrothermia	WOR-3	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.0392156862745098	0.0040000001258077	0.0354330708661417	
JBDTJP01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria						0.0021321961620469						
JBFFHS01	JBFFHS01	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0027855153203342		0.0051107325383304							0.0039370078740157	
JBFGWM01	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria						0.0042643923240938						0.0094339622641509
JBFHXN01	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria											0.0039370078740157	
JBFJXC01	Oligosphaerales	Lentisphaeria	Verrucomicrobiota	Bacteria						0.0042643923240938						
JBFLXN01	JBFLXN01	AC1	Edwardsbacteria	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JBFLZX01	JABMPQ01	JABMPQ01	Patescibacteriota	Bacteria											0.0039370078740157	
JBFMHM01	Gygaellales	Koll11	Omnitrophota	Bacteria											0.0039370078740157	
JBGLNM01	Desulfobacterales	Desulfobacteria	Desulfobacterota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JC228	Bacillales_B	Bacilli	Bacillota	Bacteria									0.0196078431372549			
JCM-10596	Caldalkalibacillales	Bacilli	Bacillota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.008	0.0039370078740157	
JGIOTU-2	JGIOTU-2	Cloacimonadia	Cloacimonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.011811023622047102	
Jatrophihabitantaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria	0.0397587491691556	0.0524403202757123	0.0190101368835804	0.0051107325383304	0.0113636363636363	0.027934145838582797		0.0083333333333333	0.13725490196078433	0.0482075091384338	0.0236224002722148	0.1169382862951869
JdFR-80	Aminicenantales	Aminicenantia	Acidobacteriota	Bacteria									0.0196078431372549			
JdFR-85	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria		0.0217996517520355	0.0056411529263612	0.0051107325293781		0.0165018235987733			0.058823529411764705	0.0082064464839714	0.0078740157480314	0.0094339622641509
JdFR-88	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria	0.0131578947368421	0.07829229952652919	0.1390374331550801	0.015332197623943701	0.034090909090909	0.0223124303149725	0.0454600816522525	0.0833333333333382	0.0196078431372549	0.040003666842037704	0.07874015748031479	
JdFR-97	JdFR-97	JdFR-97	Desulfobacterota	Bacteria				0.0034071550255536		0.0021321965654842		0.0083333333333333	0.0392156862745098	0.004	0.0039370078740157	
Jiangellaceae	Jiangellales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549	0.0080000000000001		
Johnevansiaceae	CACTJB01	Gammaproteobacteria	Pseudomonadota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.0392156862745098	0.012206446609779101	0.043307086614173096	0.0283018867924527
Joyebacteraceae	Joyebacterales	Joyebacteria	Joyebacterota	Bacteria	0.0066739690212975	0.0055702105166283	0.0909090909090909	0.0034071550255536	0.0454545454545454	0.0747593814490733			0.0196078431372549	0.024	0.0118112001360984	0.029543356925773
KS3-K002	Palauibacterales	Gemmatimonadetes	Gemmatimonadota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363				0.0784313725490196	0.008	0.0039370078740157	
Kaelpiaceae	Kaelpiales	Koll11	Omnitrophota	Bacteria									0.0196078431372549		0.0118110236220472	0.0094339622641509
Kaftiobacteriaceae	Sysuimicrobiales	Sysuimicrobiia	Sysuimicrobiota	Bacteria		0.0028390298344205	0.0160427807486631						0.058823529411764705	0.0040000001258077	0.039370078740157397	0.0094339622641509
Kaistiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria							0.0227272727272727		0.0196078431372549	0.0160000000000001	0.0039370078740157	
Kallotenuaceae	Chloroflexales	Chloroflexia	Chloroflexota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.0392156862745098	0.012206446609779101	0.039370078740157397	0.0094339622641509
Kangiellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0833333333333382	0.0196078431372549	0.0200036665904223	0.0118112001360984	0.0201093946616221
Kapaibacteriaceae	Kapaibacteriales	Kapaibacteriia	Bacteroidota_A	Bacteria	0.019926885411016	0.0273698622686638	0.0965502438354521	0.0051107325383304	0.0454545454545454	0.0342964959269976		0.0416666666666352	0.09803921568627451	0.032206446483971404	0.0236224002721968	0.0496527515873951
Ketobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0620004428745178			0.058823529411764705		0.003937184388067	0.0201093946616221
Kiloniellaceae	Kiloniellales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0245851670723697	0.013662543300692699	0.0017035775127768		0.0151409688663014	0.0227272727272727	0.0083333333333333	0.0392156862745098	0.0122064464839714	0.0078740157480314	0.0094339622641509
Kineococcaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria				0.0034071550255536		0.0021321965654842		0.0083333333333333	0.0392156862745098	0.008	0.0078740157480314	
Kineosporiaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.0132529163897185	0.0028390298344205	0.0160427807486631	0.0068143100421549		0.0141540317047533				0.012000000125807802	0.039370255254208696	0.0201093946616221
Kordiimonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0784313725490196			0.0283018867924527
Korobacteraceae	Terriglobales	Terriglobia	Acidobacteriota	Bacteria		0.005678059668841	0.0320855614973262							0.0080000002516154	0.08267716535433059	0.0094339622641509
Kosmotogaceae	Petrotogales	Thermotogae	Thermotogota	Bacteria	0.026505832779437098	0.15779938493282758	0.09359492154223151	0.0203880755034857	0.0233277657765767	0.0158947529635038	0.0454554033079786	0.09114359648713441	0.09803921568627451	0.0240000024408203	0.08661452625644869	0.14275298438224798
Kribbellaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975		0.0058162653712135	0.0085178875569375		0.0697578860931304		0.0083333333333333	0.058823529411764705		0.0354332473801928	0.0389773191899239
Krinioviventaceae	Residuimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria						0.0556038543883771			0.0196078431372549		0.0157480314960629	0.0094339622641509
Krumholzibacteriaceae	Krumholzibacteriales	Krumholzibacteriia	Krumholzibacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098		0.003937184388067	0.0201093946616221
Kryptoniaceae	Kryptoniales	Kryptoniia	Bacteroidota_A	Bacteria		0.0028390298344205	0.0160427807486631						0.058823529411764705	0.012000001283314	0.0354330708661417	0.0188710888910094
Ktedonobacteraceae	Ktedonobacterales	Ktedonobacteria	Chloroflexota	Bacteria		0.0085170895032615	0.0481283422459893	0.0017035775127768		0.0941347303914702	0.0227272727272727		0.0392156862745098	0.0399963336055896	0.13385826771653508	0.0283018867924527
Kyrpidiaceae	Kyrpidiales	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
LBFQ01	LBFQ01	Hydrothermia	WOR-3	Bacteria		0.0169574479650893	0.024532842911320397	0.008517887565889901		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.028003666716230002	0.043307086614173096	
LD1	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.1369254482684599	0.0347593582887699	0.078364565587734	0.1022727272727272	0.1277805109313581	0.1363747087590504	0.1500000000000098	0.0196078431372549	0.0600073333066511	0.0590552946242872	0.0389773191899239
LMEP-6097	LMEP-6097	Vampirovibrionia	Cyanobacteriota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363					0.008		0.0094339622641509
LOWO2-01-FULL-3	UBA1369	Gracilibacteria	Patescibacteriota	Bacteria			0.0058162653712135	0.0034071550275594			0.0454545454545454		0.0784313725490196		0.011811023622047102	
LZORAL124-64-63	LZORAL124-64-63	Krumholzibacteriia	Krumholzibacteriota	Bacteria	0.026505832779437098	0.016903933451003	0.0026737967914438	0.0102214650766609		0.018048037981670498	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0275594081462126	0.0496527515873951
Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	5.292943896192427	20.57619239861917	19.197302392801856	10.008058905399317	8.43070865886584	15.960299695733946	13.569625109227477	19.267657334748883	38.01620645303897	12.475686155206613	18.292012730320163	15.863552803988329
Lacipirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	Bacteria	0.0131578947368421	0.0274241969067902	0.0216839336750243			0.0087443803801607		0.0083333333333333	0.09803921568627451	0.0162064466097791	0.043307086614173096	0.0094339622641509
Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacteria	1.5239468681902206	5.790937163026506	5.633711677133375	2.184819854949631	2.0634288340041	4.315423162683214	4.182093355695883	5.478630961081204	13.653479718837728	3.6722961760712516	5.523635707442596	5.280279601279608
Laspinemataceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0131578947368421	0.0245851670723697	0.0056411529263612	0.0017035775127768		0.0087443803801607	0.0227272727272727		0.058823529411764705	0.0122064464839712	0.0039370078740157	0.0094339622641509
Latescibacteraceae	Latescibacterales	Latescibacteria	Latescibacterota	Bacteria									0.0392156862745098			
Leeiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Legionellaceae	Legionellales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1723829347192176	0.6862043683651696	0.5950627182595982	0.21289233444726618	0.2846914021402126	0.5947489247990656	0.5000451474350894	0.7994772585307267	1.196078431372549	0.45704690525255454	0.4370103452124626	0.6859651702253724
Lenti-01	LD1-PB3_B	Kiritimatiellia	Verrucomicrobiota	Bacteria	0.013347938042595	0.035918069882704295	0.008314949717805	0.015332197606039		0.0345498615804438	0.0454600816522525	0.1000009861306654	0.0392156862745098	0.08021011307439391	0.0472444475162911	0.0496527515873951
Lenti-02	Oligosphaerales	Lentisphaeria	Verrucomicrobiota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0131578947368421	0.0556672080215653	0.1042780748663101	0.0119196260954155	0.034090909090909	0.0191897654676303			0.09803921568627451	0.0200000011575063	0.0236220472440944	0.0377390134193112
Lentisphaeraceae	Lentisphaerales	Lentisphaeria	Verrucomicrobiota	Bacteria		0.0083565459610027										
Leptolyngbyaceae	Leptolyngbyales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0200219070638925			0.0051107325383304		0.0191897654584221			0.0392156862745098	0.0039999999999998	0.0236225767862482	0.08863007077731899
Leptonemataceae	Leptospirales	Leptospiria	Spirochaetota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407			0.0392156862745098	0.0040000001258077	0.039370255254208696	0.0201093946616221
Leptospiraceae	Leptospirales	Leptospiria	Spirochaetota	Bacteria	0.1260452381816409	0.2445958454157472	0.3088359808347887	0.0834752981191173	0.07954545454545439	0.3541232106506154	0.27275495371580794	0.42500032871024446	0.9019607843137255	0.3566340153954732	0.480316902284483	0.49481356183988
Leptospirillaceae	Leptospirillales	Leptospirillia	Nitrospirota_A	Bacteria	0.026505832779437098	0.0994166389389287	0.15031973900780252	0.01192504259839	0.045454545454545296	0.0473395070381862		0.0166666666666666	0.1568627450980392	0.0724128943770598	0.1299216128706218	0.1062596895350081
Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	0.013347938042595	0.0197964777995098	0.051270810825758795	0.0187393526335984		0.07073294568951691	0.0454600816522525	0.0833333333333382	0.19607843137254902	0.1160000000702041	0.188976730980858	0.059086713851546
Lernaellaceae	Lernaellales	Lernaellaia	Lernaellota	Bacteria										0.004		
Limnochordaceae	Limnochordales	Limnochordia	Bacillota	Bacteria											0.0039370078740157	
Limnocylindraceae	Limnocylindrales	Limnocylindria	Chloroflexota	Bacteria		0.0169574479650893	0.0240641711229946	0.008517887563884101		0.0052548610093891	0.0454600816522525	0.1250431026336109	0.0784313725490196	0.0400036667162284	0.047244094488188795	
Listeriaceae	Lactobacillales	Bacilli	Bacillota	Bacteria	0.7951313842470452	3.6768561175179437	2.967380745532882	1.0319677407439265	1.6519307240723984	2.905592550670053	1.9319681279325964	2.9630084625122954	6.2745098039215685	1.7708212260206848	2.5354415435406246	2.6329598212500933
Litorivicinaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0719389275180522	0.12375688353821632	0.013628620113172599	0.034090909090909	0.025801949685744098	0.0227272727272727	0.0417097693002727	0.13725490196078433	0.0242064464839714	0.023622047244094203	0.0188679245283018
Longimicrobiaceae	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0130087727042545			0.0392156862745098	0.0082064464839714	0.0157480314960628	0.0094339622641509
Lucifugimonadaceae	Lucifugimonadales	Dehalococcoidia	Chloroflexota	Bacteria	0.019831863758139598	0.1971782824755021	0.1011476401282371	0.0306095405781409	0.0233277657765767	0.0242722788202351	0.1363755666124836	0.2578102631538108	0.23529411764705882	0.06800733330665251	0.1062993891124759	0.10376933646690889
Luteibaculaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Lutisporaceae	Lutisporales	Clostridia	Bacillota	Bacteria		0.057526880105742195	0.0112823058527224	0.0102214650766609		0.030281938136040097		0.0083333333333333	0.1764705882352941	0.0204128929679428	0.0157480314960628	0.0188679245283018
M10-OD1-4	GWC2-36-17	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	0.0094339622641509
M30B25	M30B25	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
M30B66	M30B66	Bacteroidia	Bacteroidota	Bacteria							0.0227272727272727		0.0196078431372549		0.0039370078740157	
M55B111	M55B111	Bipolaricaulia	Bipolaricaulota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0726614236939605				0.012		
M55B127	Halanaerobiales	Halanaerobiia	Bacillota	Bacteria								0.0166666666666666				0.0188679245283018
MB11C04	Opitutales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0066739690212975	0.24091491299448448	0.09418204022917841	0.0425345831695844	0.0233277657765767	0.0427515082658518	0.2045629209920088	0.3244775872409228	0.2549019607843137	0.09642389273920951	0.0551182867502712	0.08490141193860709
MCWD3	Tissierellales	Clostridia	Bacillota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
MEBIC09517	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria									0.0196078431372549			
MED-G09	MED-G09	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0056245451547547	0.0160427807486631	0.0017035775127768		0.0063965884861407			0.0196078431372549	0.0040000001258077	0.039370255254208696	0.0201093946616221
MED-G16	Cytophagales_B	Bacteroidia	Bacteroidota	Bacteria		0.0528220033337073	0.0109887465092488	0.0136286201022146		0.019254102398938898	0.090920163304505	0.1500000000000098	0.0392156862745098	0.048213779664816006	0.0196850393700785	0.0094339622641509
MFAQ01	UBA1400	Microgenomatia	Patescibacteriota	Bacteria	0.0197368421052631	0.0390403128706504	0.0770714351635458	0.0068197265520759	0.0568181818181818	0.0170575692963752	0.0227272727272727		0.0196078431372549	0.0240000000000001	0.0157480314960629	
MH13	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0225284786057578	0.0187165775401069	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.024003666716230002	0.043307086614173096	
MHMH01	Minisyncoccales	Minisyncoccia	Patescibacteriota	Bacteria		0.0056245451547547	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.0354330708661417	
ML635J-15	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria		0.1662932579087417	0.07755214079356841	0.023795230529039403	0.0233277657765767	0.0083564370006115	0.09091548496023111	0.157810263153806	0.1568627450980392	0.0320036677479274	0.0196850393700785	0.0553612193755417
MPNO01	MPNO01	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098		0.003937184388067	0.0201093946616221
MRBY01	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0102214650766609		0.007387057171436	0.0909146271067979	0.0750000000000049	0.0392156862745098	0.0200036665904223	0.011811023622047102	
MT37	Mycoplasmatales	Bacilli	Bacillota	Bacteria			0.0026737967914438							0.0120010603394498	0.0039368313599824	
MWAK01	MWAK01	UBA8468	Ratteibacteria	Bacteria										0.0080000000000001		
MWCF01	UBA8919	UBA8919	Elusimicrobiota	Bacteria		0.0027855153203342										
MWCT01	MWCT01	Sumerlaeia	Sumerlaeota	Bacteria									0.0196078431372549			
MWDF01	DTUO25	DTU025	Bacillota	Bacteria		0.0027855153203342									0.0039370078740157	
MWDO01	GWE2-31-10	GWE2-31-10	Spirochaetota	Bacteria						0.0556038543883771			0.0196078431372549			
MWDV01	Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria									0.0196078431372549			
MWEM01	MWEM01	Thermotogae	Thermotogota	Bacteria		0.0301561977130382	0.0056411529263612	0.0051107325293781		0.0165018235987733		0.0083333333333333	0.058823529411764705	0.0162064464839715	0.0078740157480314	0.0094339622641509
Magnetaquicoccaceae	Magnetococcales	Magnetococcia	Pseudomonadota	Bacteria									0.0196078431372549		0.0039370078740157	
Magnetobacteriaceae	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria		0.0085170895032615	0.0481283422459893			0.0042643923240938				0.0159999992199178	0.11023622047244079	
Magnetospirillaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.008314949717805	0.0068143100511072		0.0108765769456449	0.0227272727272727	0.0166666666666666	0.19607843137254902	0.0242064476414777	0.0354330708661415	0.0754748624759148
Magnetovibrionaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
Maliibacteriaceae	Christensenellales	Clostridia	Bacillota	Bacteria									0.0196078431372549			
Manganitrophaceae	SBBL01	Nitrospiria	Nitrospirota	Bacteria											0.0078740157480314	
Maricaulaceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.02669587608519	0.035994800924138	0.0912026502525643	0.0119250425894376		0.0749938064898635	0.0454545454545454	0.0333339907537736	0.1764705882352941	0.1202038441531415	0.25196903347917887	0.1747866943761202
Marinacidobacteraceae	Marinacidobacterales	Vicinamibacteria	Acidobacteriota	Bacteria								0.0083333333333333			0.0157480314960629	
Marinicellaceae	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0271271464736603	0.011457418297574701	0.0051107325403362		0.0236057303746831	0.0227272727272727		0.11764705882352941	0.0122064464839714	0.0157480314960629	0.0188679245283018
Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.2048025632969405	0.8902554863830202	0.8674149214325219	0.19920885971018482	0.2512009860986074	0.5076673865222282	0.6364151778498659	1.0239976196949943	1.6862745098039216	0.5096772395542581	0.692914974453229	0.5464239718377566
Marinilabiliaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.008410060475089	0.0276753114910901	0.0153321976100505		0.0141540317047533	0.0681818181818181	0.0333336620435534	0.19607843137254902	0.0160000001258075	0.0748033261203501	0.029543356925773
Marinisomataceae	Marinisomatales	Marinisomatia	Marinisomatota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098	0.0119999963614007	0.0157482080101141	0.0201093946616221
Marinithermaceae	Deinococcales	Deinococci	Deinococcota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0472440944881889	0.0094339622641509
Marinococcaceae	Bacillales_H	Bacilli	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.0039999999999988	0.0157482080101142	0.029543356925773
Marinomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.1132949423020425	0.0873795189332752	0.0221465076701102		0.0495360401315417	0.090920163304505	0.1500000000000098	0.2549019607843137	0.10862667532519471	0.1535436601147162	0.1156968161618666
Mariprofundaceae	Mariprofundales	Zetaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0338078669020061	0.0053475935828876	0.0153321976149914		0.0169063105049189	0.090920163304505	0.1666666666666764	0.058823529411764705	0.044007333180844405	0.039370255254208404	0.0484112814540748
